sentence_id,sentence,ambiguity,ambiguity_zscore,ambiguity_norm,avg_regression_probability,avg_skip_probability,num_words
12,in 1879 he left home for the nearby city of detroit to work as an apprentice machinist first with james f flower bros and later with the detroit dry dock co,4.802860819300016,-0.4401898292694793,0.4538436466664884,0.1505681818181818,0.5142045454545454,32
13,alexander rae baldwin iii born april 3 1958 in massapequa long island new york usa is an american actor who is the oldest and best known of the baldwin brothers with brothers daniel stephen and william,6.288288164138794,1.99870071357223,0.874035132385175,0.21969696969696964,0.547979797979798,36
14,he is of three quarters irish and one quarter french descent,5.539786911010742,0.7697529404603057,0.6623022228578423,0.1239669421487603,0.29752066115702475,11
15,baldwin has appeared in movies such as the cooler the hunt for red october beetlejuice ghosts of mississippi talk radio final fantasy the spirits within voice the cat in the hat pearl harbor thomas and the magic railroad along came polly the spongebob squarepants movie and the aviator,6.178533144136693,1.8184963560567973,0.8429880905490275,0.1534090909090909,0.5984848484848485,48
16,when baldwin was young he had a job as a busboy at famous new york city disco studio 54,5.408676584561666,0.5544857741754092,0.6252142810913747,0.09090909090909088,0.3540669856459329,19
17,he was married to actress kim basinger from 1993 to 2002,5.274528527259827,0.3342310243010208,0.5872670387036609,0.21487603305785122,0.3388429752066116,11
18,baldwin a liberal democrat has always had an active interest in politics and is frequently rumored to be a candidate for public office,4.101659508422017,-1.5914768657378802,0.2554907473278163,0.10276679841897232,0.4624505928853755,23
19,in particular baldwin is one of the most frequent hosts of saturday night live leading the show eleven times and also making cameo appearances regularly,4.560597529013951,-0.8379566063584849,0.38531321854821,0.09454545454545453,0.4,25
20,he played william barrett travis in a movie about the alamo called thirteen days of glory,5.614179023106893,0.8918957159273996,0.6833459529440322,0.20454545454545453,0.42613636363636365,16
21,in 1998 he began narrating the american version of the childrens series thomas the tank engine and friends,5.588715553283691,0.850087803911021,0.6761429529092339,0.1111111111111111,0.2727272727272727,18
22,he is infamous for his 1994 appearance on saturday night live as he potrays mr armstrong a scoutmaster who is a pedophile he rips his shirt and puts his mouth around adam sandlers neck,4.978433507861513,-0.1519208868659704,0.5035089157990468,0.10427807486631015,0.4385026737967914,34
23,rosemary clooney may 23 1928 – june 29 2002 was an american popular singer and actress,5.66934461593628,0.982470891555696,0.6989509655298534,0.21590909090909088,0.5568181818181819,16
24,in 1954 she along with bing crosby danny kaye and veraellen starred in the movie white christmas,5.564954895526171,0.8110757016376478,0.6694216372424151,0.1336898395721925,0.3315508021390374,17
25,clooneys first recordings in may of 1946 were for columbia records as a singer with the big band of tony pastor,5.95328665971756,1.4486690988927726,0.7792713054300227,0.1688311688311688,0.44588744588744594,21
26,rosemary clooney was married three times twice to josé ferrer from 1953 until 1961 and then again from 1964 to 1967 by whom she had five children including actor miguel ferrer born in 1955 and gabriel ferrer born 1956 who married debby boone and once to dante depaolo whom she married in 1997,4.245244802190707,-1.355727324516384,0.2961075557672545,0.13379073756432244,0.40994854202401365,53
27,rosemary betty and brother nick as well as her nephew george clooney nicks son all became entertainers,5.557033516466618,0.7980697632847993,0.6671808706054337,0.21390374331550802,0.45454545454545453,17
28,in 1945 the clooney sisters won a spot on cincinnatis radio station wlw as singers,5.276172067437853,0.3369295168330834,0.5877319564875181,0.1636363636363636,0.3212121212121212,15
29,she was born in maysville kentucky about 60 miles up the ohio river from cincinnati ohio to andrew joseph clooney and frances marie guilfoyle both of whom were of irish descent rosemarys paternal greatgrandparents nicholas clooney and bridget byron were born in ireland although clooneys paternal grandmother crescentia koch was german,5.229952356815338,0.2610423887808071,0.5746575177117391,0.1622103386809269,0.3903743315508021,51
30,in 1958 clooney left columbia doing a number of recordings for mgm records and then some for coral records,6.0621316697862415,1.6273793310790732,0.8100609274554531,0.1483253588516746,0.4019138755980861,19
31,finally toward the end of 1958 she signed with rca victor records where she stayed until 1963 except for doing some recordings in 1960 for reprise records,4.346806278595557,-1.1889757663324902,0.3248368421982708,0.21212121212121207,0.46464646464646464,27
32,in 1964 she went to reprise again shifting the next year to dot records,4.889915402118977,-0.2972568211449811,0.4784692836055267,0.1688311688311688,0.3961038961038961,14
33,in 1966 she went to united artists records,4.917795930589948,-0.2514803936047558,0.4863560110995,0.26136363636363635,0.26136363636363635,8
34,in 1986 she sang a duet with wild man fischer on its a hard business,5.467191185270037,0.6505596123080281,0.6417666470440527,0.10303030303030303,0.33939393939393947,15
35,michael mcmanus born february 5 1959 is a syndicated columnist who write ethics religion,4.732930568548349,-0.5550067725615127,0.434062069289365,0.17575757575757575,0.44848484848484843,15
36,on january 28 2005 it was revealed that he accepted money from the george w bush administration to promote their marriage initiative program which he did not disclose to his readers,5.150537689526876,0.1306531902207295,0.55219302818168,0.09090909090909088,0.43108504398826974,31
37,timothy bush sr c 1728 c 1815 soldier,5.420817715781076,0.5744200309489262,0.6286487136020695,0.20909090909090908,0.6090909090909091,10
38,he is assumed to be the son of richard bush and mary fairbanks both of dedham massachusetts,5.018595973029733,-0.0859790171297481,0.5148699062694295,0.1390374331550802,0.4064171122994652,17
39,by training he was a blacksmith but when the american revolution broke out militia captain bush led a company of soldiers for the continental army,5.049341181914012,-0.0354991337170053,0.5235669825988133,0.11636363636363635,0.35272727272727267,25
40,the family moved around 1810 to springport in cayuga county in the rochester new york area,4.561873165766398,-0.8358621663830436,0.3856740653470187,0.13636363636363635,0.4829545454545454,16
41,he died in springport new york in 1815,5.081555536815098,0.0173929082835628,0.5326796448198158,0.1477272727272727,0.34090909090909094,8
42,through his son timothy bush jr who was also a blacksmith descended two american presidents george h w bush and george w bush,5.650287148627368,0.9511808544147248,0.6935600687415382,0.18972332015810275,0.4703557312252964,23
43,bush was a soldier in the french and indian wars and a captain in the american revolution and is the greatgreatgreatgreatgreat grandfather of president george w bush,4.632447494910314,-0.7199877249204254,0.4056378369307443,0.16835016835016833,0.47811447811447816,27
44,they had five children after which they relocated to norwich vermont where bush was a captain of a militia company,4.615962718662463,-0.7470537170952962,0.4009746922489178,0.1727272727272727,0.41818181818181815,20
45,anne hutchinson july 17 1591 – august 20 1643 was the unauthorized puritan preacher of a dissident church discussion group and pioneer in rhode island and the bronx,5.518315377058806,0.7344993003023853,0.6562284449761632,0.11038961038961036,0.45129870129870125,28
46,eventually john winthrop decided to take hutchinson out of power before her influence became too strong among the communitys men,4.56818751912368,-0.8254947682462421,0.3874602432625982,0.08181818181818182,0.35,20
48,they founded the town of portsmouth rhode island,5.378644909177508,0.5051774257498833,0.6167190461395364,0.22727272727272724,0.2954545454545454,8
50,they were part of the puritan movement especially following the teachings of john cotton,4.594474570109294,-0.7823346364021835,0.3948962144982071,0.15584415584415584,0.40259740259740256,14
51,three us presidents franklin d roosevelt and both bushes – george h w bush and george w bush are her descendants,6.591528511047363,2.496584381092582,0.9598144957044836,0.10822510822510821,0.5194805194805194,21
52,another descendant eve laplante is the author of the most recent biography of anne hutchinson american jezebel the uncommon life of anne hutchinson the woman who defied the puritans,5.442831869636263,0.6105645868120114,0.634875985536568,0.13166144200626956,0.438871473354232,29
53,hutchinson was born anne marbury on july 17 1591 in alford lincolnshire england,4.33397501707077,-1.2100431329016228,0.3212071885080524,0.2447552447552447,0.40559440559440557,13
54,hutchinson emigrated from england to massachusetts in 1634 in response to the preacher john cottons doing so,4.078874480677769,-1.6288871025137923,0.2490454138059425,0.18716577540106952,0.4171122994652406,17
55,she later moved yet further from her bostonbased persecutors to what is now the bronx in northern new york city,4.76885491923282,-0.4960233699423873,0.4442241996285134,0.14090909090909087,0.42272727272727273,20
56,erin fleming august 13 1941 april 15 2003 was a minor actress who was best known as the companion and caregiver to groucho marx in his final years,5.441330471524486,0.6080994742175937,0.6344512763069748,0.1558441558441558,0.4967532467532467,28
57,fleming was born marilyn fleming in canada,5.664268970489502,0.974137300739575,0.69751518813645,0.2597402597402597,0.3116883116883117,7
59,hodgkin and huxley shared the prize that year with john carew eccles who was cited for research on synapses,5.313247084617615,0.3978021735063237,0.5982195825608758,0.10526315789473682,0.42105263157894735,19
61,albert einstein march 14 1879 – april 18 1955 was a germanborn jewish theoretical physicist of german swiss and american citizenship who is widely regarded as the greatest scientist of the 20th century or even of all time ranking alongside the luminaries newton and gauss,4.4868151396512985,-0.9590982914567684,0.3644419642833084,0.12929292929292927,0.46464646464646475,45
62,he was awarded the 1921 nobel prize for physics for his explanation of the photoelectric effect in 1905 his miracle year and for his services to theoretical physics,4.413874621744509,-1.0788577262961434,0.3438088551010678,0.1136363636363636,0.42532467532467527,28
63,einstein attended the luitpold gymnasium where he received a relatively progressive education,5.125268307599154,0.0891639468584677,0.5450449309204474,0.1515151515151515,0.28787878787878785,12
64,in the spring of 1896 the serbian mileva marić an acquaintance of nikola tesla started initially as a medical student at the university of zurich but after a term switched to the same section as einstein as the only woman that year to study for the same diploma,4.843936093310092,-0.3727492387378169,0.4654628486911215,0.11742424242424242,0.4981060606060606,48
65,einstein married mileva marić on january 6 1903,4.7749709231512885,-0.4859816373941319,0.4459542692829411,0.21590909090909088,0.30681818181818177,8
66,abram joffe a soviet physicist who knew einstein in an obituary of einstein wrote the author of the papers of 1905 was a bureaucrat at the patent office in bern einsteinmarić and this has recently been taken as evidence of a collaborative relationship,4.98889532543364,-0.1347438582982308,0.5064683110762539,0.14876033057851237,0.5309917355371901,44
67,he and mileva had an illegitimate daughter lieserl born in january 1902,5.718603264201772,1.0633475845998204,0.7128850462986558,0.04545454545454545,0.27272727272727276,12
68,in 1894 following the failure of hermanns electrochemical business the einsteins moved from munich to pavia italy near milan,4.99528263674842,-0.1242566720929088,0.5082751270342544,0.17224880382775118,0.31100478468899523,19
69,despite excelling in the mathematics and science portion his failure of the liberal arts portion of the eidgenössische technische hochschule eth swiss federal institute of technology in zurich entrance exam the following year was a setback his family sent him to aarau switzerland to finish secondary school where he received his diploma in september 1896,4.697916970208839,-0.6124948309022987,0.4241575687712107,0.13223140495867766,0.4479338842975206,55
70,alberts sister maja was to later marry their son paul and his friend michele besso married their other daughter anna,5.019166231155396,-0.0850427228340425,0.5150312185072162,0.335,0.47999999999999987,20
71,the same year he renounced his württemberg citizenship and became stateless,5.142841553688049,0.1180170737664599,0.5500159774065979,0.1616161616161616,0.35353535353535354,11
72,on may 14 1904 the couples first son hans albert einstein was born,5.5837443470954895,0.8419256896204445,0.6747367188572674,0.16923076923076924,0.30769230769230765,13
73,einstein was born at ulm in badenwürttemberg germany about 100 km east of stuttgart,4.03109313089114,-1.7073382516216398,0.2355292250631892,0.12987012987012986,0.44155844155844154,14
74,the family was jewish nonobservant albert attended a catholic elementary school and at the insistence of his mother was given violin lessons,4.370028309878849,-1.1508480230408504,0.3314057934567999,0.11570247933884295,0.36776859504132225,22
76,in 1983 miguel was given a small part as a waiter in the movie the man who wasnt there,5.6090074512693615,0.8834046256764981,0.6818830402937005,0.08612440191387559,0.35885167464114825,19
77,he was also given a small part in star trek iii the search for spock as the excelsior helm officer,5.417768283894188,0.5694132356884162,0.6277861030411414,0.09999999999999999,0.3363636363636363,20
78,miguel was the oldest of five children born to oscar winner jose ferrer and singer rosemary clooneyferrer,5.163135066628456,0.1513365470906613,0.5557565216227182,0.1390374331550802,0.5187165775401069,17
79,miguel was raised amongst all the splendor and glamour of hollywood,4.540231597423554,-0.8713949822740522,0.3795521888467248,0.13223140495867766,0.4049586776859504,11
80,as a child his hero was batman and as a teenager his interests shifted towards music,5.504418563842774,0.7116824278070851,0.6522973724721536,0.12499999999999997,0.36363636363636365,16
81,miguel played the drums on keith moons two sides of the moon,4.841955683448098,-0.3760008302075386,0.4649026386174785,0.11666666666666668,0.3499999999999999,12
82,band mate billy mumy will robinson on the tv classic lost in space cast miguel as a drummer in his first television role in the series sunshine,6.1581543042109566,1.7850367862288583,0.8372234093915336,0.15488215488215484,0.46464646464646464,27
83,among the many television shows in which miguel has made guest appearances are miami vice chips will grace superman tales from the crypt and twin peaks,5.280001026391983,0.3432162004696835,0.5888150764107388,0.10437710437710435,0.40740740740740733,27
84,he also starred in the mini series the stand,5.116473346948624,0.0747236940721072,0.5425570491701723,0.09090909090909088,0.2424242424242424,9
85,miguel played the role of dr garret macy in nbcs drama crossing jordan,5.05071634054184,-0.0332412909595192,0.5239559817302306,0.13846153846153847,0.37692307692307686,13
86,in 1999 at the 41st grammy awards miguel was nominated for best spoken word album for children in disneys the lion king ii simbas pride readalong,5.404089207649231,0.5469538607452029,0.623916623062468,0.11888111888111887,0.37062937062937057,26
87,in 2003 miguel made his new york stage debut in the offbroadway production of the exonerated,5.659701172510783,0.9666375335307528,0.6962230685145716,0.039772727272727265,0.2954545454545454,16
88,his cousin is actor george clooney,6.713186836242675,2.696332514050921,0.9942286948179476,0.303030303030303,0.3333333333333333,6
89,his brother gabriel ferrer is married to singer debby boone,5.869410223431057,1.3109542197792337,0.7555446893134735,0.1818181818181818,0.22727272727272724,10
90,miguel was close friends with actress dominique dunne and in 1982 served as a pallbearer in her funeral,4.836203848614412,-0.385444641531334,0.4632755835933653,0.1212121212121212,0.3737373737373737,18
91,william hindman april 1 1743 – january 19 1822 was an american lawyer and statesman from talbot county maryland,5.035987774531047,-0.0574238001062329,0.519789626468168,0.10047846889952153,0.416267942583732,19
92,he represented maryland in the continental congress and in the federal congress as both the representative and a us,5.079069137573242,0.0133105439607564,0.5319763025828795,0.11483253588516745,0.5263157894736842,19
93,senator james lloyd resigned and hindman was named to finish his term,5.570933103561401,0.8208911901507172,0.6711127277726838,0.1416666666666667,0.3499999999999999,12
95,in the senate he was aligned with the federalists,5.935166366398335,1.4189177871484924,0.7741455125072526,0.1818181818181818,0.40404040404040403,9
96,william was born in dorchester county maryland the second son of jacob hindman 17131766 and mary trippe hindman died 1782,4.360573959978003,-1.166370912559484,0.3287313864283148,0.13181818181818178,0.5454545454545454,20
97,william studied law at the inns of court in london returning to maryland in 1765,3.599409137453352,-2.4161107222171867,0.1134162592598788,0.1333333333333333,0.3515151515151515,15
98,hindman died in baltimore maryland and is buried in st paul’s burial ground there,4.208488537715032,-1.4160766281234505,0.2857100971280509,0.11688311688311685,0.3441558441558441,14
99,in 1792 voters returned him the state senate but later that year he was appointed to the united states house of representatives after the resignation of joshua seney,3.95404330889384,-1.833844662621667,0.2137336930959761,0.12987012987012986,0.40584415584415584,28
101,clive jay davis born april 4 1934 is the founder of arista records and member of the rock and roll hall of fame as a nonperformer,5.154991436004639,0.137965698774293,0.5534528853911275,0.11217948717948717,0.47115384615384615,26
102,he was a working class jewish boy who grew up in brooklyn new york,5.011390321529829,-0.0978098181172146,0.512831601656393,0.07738095238095236,0.38690476190476186,14
103,he graduated from new york universitys college of arts and sciences in 1953 and received a scholarship to harvard law school,4.060968786478043,-1.6582860686755925,0.2439803257861552,0.1349206349206349,0.42460317460317465,21
104,he was then hired by the legal department of cbs subsidiary columbia records,5.305605908234914,0.3852562937763546,0.5960580784872894,0.10897435897435895,0.3205128205128205,13
105,in 1974 he founded arista records naming it after his secondary school honor society,4.964049981190608,-0.1755368834963465,0.4994401638249287,0.16666666666666666,0.32142857142857145,14
106,erasmus darwin december 12 1731 – april 18 1802 trained as a physician and wrote extensively on medicine and botany as well as poetry,4.590458884187367,-0.7889279029473565,0.3937602740299122,0.12847222222222218,0.48263888888888884,24
107,he lived in lichfield and derby england,5.355418244997661,0.467042075807111,0.6101487843465719,0.11904761904761904,0.23809523809523808,7
108,he was one of the founder members of the lunar society,4.547803109884262,-0.8589634822080336,0.3816939866809015,0.15909090909090906,0.3409090909090909,11
109,he was a member of the darwinwedgwood family most famously including his grandson charles darwin,5.156870246997902,0.1410504772921909,0.5539843556009543,0.12222222222222219,0.2833333333333334,15
111,he obtained his degree at edinburgh medical school,4.480693544660296,-0.9691492038642572,0.3627103130496248,0.10416666666666666,0.22916666666666663,8
112,he practised medicine in lichfield in staffordshire for twenty years george iii invited him to be royal physician but he declined,4.718542796373368,-0.578629739791817,0.4299921163647783,0.09126984126984125,0.38888888888888884,21
113,in 1781 he moved to derby where he died suddenly on the 18th of april 1802,4.300749413172404,-1.2645955224274303,0.3118084683926162,0.09375,0.38541666666666663,16
114,his most important scientific work is his zoönomia 1794–1796 which contains a system of pathology and a treatise on generation in which he in the words of his famous grandson charles robert darwin anticipated the views of jeanbaptiste lamarck who in turn is regarded to have foreshadowed the theory of evolution,4.9369956755638125,-0.2199567538896052,0.4917871547996744,0.10457516339869279,0.37745098039215685,51
115,eunice mary kennedy shriver born july 10 1921 in brookline massachusetts is a member of the kennedy family,6.390746747746187,2.166925212374727,0.9030181887562664,0.13888888888888887,0.4166666666666667,18
116,her father was joseph p kennedy sr and her mother was rose kennedy,5.870384097099304,1.312553201572361,0.7558201746308706,0.17307692307692304,0.4038461538461539,13
117,on may 23 1953 she married robert sargent shriver jr who was us ambassador to france from 1968 to 1970 and was democratic vicepresidential candidate in 1972,5.342843862680288,0.446396473568488,0.6065917955740885,0.12345679012345678,0.3672839506172839,27
118,she actively campaigned for her brother john f kennedy and supported arnold schwarzeneggers successful bid for governor of california in 2003,4.913772970438004,-0.2580856035484785,0.4852180129273873,0.123015873015873,0.4246031746031746,21
119,king married coretta scott on june 18 1953,5.549029963357108,0.784928905163574,0.6649168589162735,0.26041666666666663,0.25,8
120,the wedding ceremony took place in scotts parents house in marion alabama and was performed by kings father,4.676046927185619,-0.6484027743545316,0.4179710623072035,0.09259259259259256,0.32407407407407407,18
121,in 1953 king became the pastor of the dexter avenue baptist church in montgomery alabama,4.749519501413618,-0.5277697679234098,0.4387546773602775,0.08888888888888886,0.4111111111111111,15
122,the reverend martin luther king jr phd boston university january 15 1929 – april 4 1968 was an american nobel laureate baptist minister and african american civil rights activist,5.774033716746739,1.1543576275797611,0.7285649812950435,0.10057471264367815,0.45977011494252873,29
123,he also was awarded the presidential medal of freedom,5.421186298131943,0.5750251982180702,0.6287529766386688,0.1759259259259259,0.2592592592592593,9
124,following the campaign king was instrumental in the founding of the southern christian leadership conference sclc in 1957 a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform,4.205925883991378,-1.420284193005647,0.2849851843416625,0.12984496124031006,0.45348837209302323,43
125,the organizations nonviolent principles were criticized by the younger more radical blacks and challenged by the student nonviolent coordinating committee sncc then headed by james foreman,4.954489657878876,-0.1912337684315193,0.496735779480406,0.08012820512820512,0.3974358974358974,26
126,king was born in atlanta georgia to the rev martin luther king sr and alberta williams king,5.585991203784943,0.845614754285955,0.6753723002970589,0.13725490196078427,0.46078431372549017,17
127,he graduated from morehouse college with a bachelor of arts degree in sociology in 1948,3.748303221804755,-2.171644794299907,0.1555347962154038,0.13888888888888887,0.5055555555555555,15
128,his application to yale divinity school was rejected and he graduated from crozer theological seminary in chester pennsylvania 1 with a bachelor of divinity in 1951,4.36641228556633,-1.1567850939646698,0.3303829075960059,0.11217948717948716,0.42948717948717946,26
129,he received his phd in systematic theology from boston university in 1955,4.963057279586792,-0.1771667784634904,0.4991593525397237,0.0972222222222222,0.3125,12
130,gail davis born october 5 1925 died march 15 1997 was an american actress,6.006796836853027,1.5365262838402065,0.7944080409356307,0.09523809523809522,0.36904761904761907,14
131,she and her husband moved to hollywood california to pursue a career in motion pictures and in 1947 as gail davis she made her motion picture debut in a comedy film short,4.215766935579238,-1.4041263864776836,0.287768979928909,0.09895833333333331,0.3984375,32
132,she then appeared in minor roles in another four films until landing a supporting role under star roy rogers in a 1948 western film called the far frontier,4.759419735935,-0.5115147902363429,0.4415552143686725,0.08630952380952377,0.4136904761904762,28
133,between then and 1953 davis appeared in more than three dozen films of which all but three were in the western genre and that included fourteen films with the singing cowboy star gene autry,4.907088525367506,-0.2690606471433244,0.4833271450130887,0.12745098039215683,0.4534313725490196,34
134,in 1950 she began to guest star in television westerns notably in the lone ranger and cisco kid series plus more than a dozen appearances on the gene autry show,4.81834260348616,-0.4147706277386224,0.4582230691413439,0.06944444444444442,0.48055555555555546,30
135,gail davis passed away from cancer in 1997 in los angeles california and was interred there in the forest lawn hollywood hills cemetery,4.413494110107422,-1.079482479998408,0.3437012175577867,0.12499999999999996,0.4548611111111111,24
137,her family lived in mcgehee arkansas where she was raised until they moved to little rock,4.396545553207398,-1.1073099434431244,0.3389068805413359,0.10416666666666663,0.38020833333333337,16
138,she had been singing and dancing since childhood and after graduating from high scool in little rock she went to study drama at girls college in bryn mawr pennsylvania before completing her education at the university of texas in austin,4.394547065576682,-1.1105912164043863,0.3383415567039509,0.10833333333333331,0.4,40
139,between 1954 and 1956 gail davis starred as the western sharpshooter annie oakley in the annie oakley television series on the abc network,5.554121922362935,0.793289280854111,0.6663572510211525,0.0869565217391304,0.2789855072463768,23
140,elvis aron presley january 8 1935 – august 16 1977 also known as the king of rock and roll sometimes shortened to the king was an american singer and actor,5.013927514696944,-0.093644056363778,0.5135493122668442,0.11388888888888886,0.5805555555555554,30
141,the movies jailhouse rock 1957 king creole 1958 and flaming star 1960 are widely regarded as his best among film critics,5.716692227125168,1.0602098947832548,0.712344460108916,0.11507936507936503,0.3571428571428571,21
142,among fans blue hawaii 1961 and viva las vegas 1964 are also highly praised,5.973591235967783,1.48200673682245,0.7850149791890347,0.1726190476190476,0.4345238095238095,14
143,elvis aron presley was born in a tworoom house in east tupelo mississippi to vernon elvis presley and gladys love smith,5.469945132732391,0.6550812581796728,0.6425456722046023,0.1507936507936508,0.42063492063492064,21
144,elvis presley was raised both in east tupelo which merged with tupelo in 1948 and later in memphis tennessee where his family moved when he was 13,4.507106093259958,-0.9257830202431696,0.370181784526349,0.09567901234567898,0.4012345679012346,27
145,elvis had a twin brother jesse garon presley who died at birth,4.8129009550268,-0.4237051508649913,0.4566837583437865,0.15277777777777776,0.2916666666666667,12
146,beginning with love me tender opened on november 15 1956 presley starred in 31 motion pictures having signed to multiple longterm contracts on the advice of his manager,5.111861648382964,0.0671518474534859,0.5412525111335431,0.13095238095238093,0.47619047619047616,28
147,elvis was praised by all his directors including the highly respected michael curtiz as unfailingly polite and extremely hardworking,5.259116331736247,0.3089260788673105,0.5829073011791421,0.12280701754385963,0.31140350877192985,19
148,niels fabian helge von koch january 25 1870 march 11 1924 was a swedish mathematician who gave his name to the famous fractal known as the koch curve which was one of the earliest fractal curves to have been described,5.162880262503257,0.1509181897920799,0.555684443695577,0.12804878048780485,0.5487804878048781,41
149,his grandfather nils samuel von koch 18011881 was the attorneygeneral justitiekansler of sweden,5.866247057914734,1.305760687769736,0.7546499062582833,0.1346153846153846,0.25641025641025644,13
150,john quincy adams july 11 1767 – february 23 1848 was the sixth 18251829 president of the united states,5.245143347316319,0.285984142544779,0.5789546816829856,0.14473684210526314,0.5175438596491228,19
151,the son of president john adams and first lady abigail smith he was the only son of a former president to become president himself until george w bush took office in 2001,4.971751082328058,-0.1628926146272866,0.5016186191629556,0.08333333333333331,0.4479166666666667,32
152,he was secretary of state in the cabinet of president james monroe from 1817 to 1825 a tenure during which he was instrumental in the acquisition of florida and in keeping the united states from becoming dependent on england,4.302160134440975,-1.2622792901509357,0.3122075273353746,0.1111111111111111,0.4935897435897436,39
153,adamss son charles francis also pursued a career in politics,5.897097269694011,1.3564129731302887,0.7633766853682218,0.09166666666666665,0.3083333333333333,10
154,while serving as secretary of state under president james monroe adams negotiated the adamsonís treaty with spain and devised the monroe doctrine both of which were of long lasting importance,4.964602182651388,-0.1746302360422518,0.4995963682687391,0.11944444444444442,0.3055555555555555,30
155,adams was born in braintree massachusetts in a part of town which eventually became the separate town of quincy,4.426660213205549,-1.057865344401926,0.3474255898343237,0.10964912280701751,0.4517543859649123,19
156,he acquired his early education in europe at venerable institutions such as the university of leiden while accompanying his father while the elder adams was serving as an american envoy to france and later the netherlands during the revolutionary war,4.645554501658831,-0.6984676183228251,0.409345492278628,0.14999999999999997,0.41666666666666663,40
157,he graduated from harvard university in 1787 and was elected to phi beta kappa,4.356280730320857,-1.1734198720696498,0.3275169355469332,0.14285714285714285,0.380952380952381,14
158,he studied law after which he was admitted to the bar and commenced practice in boston,4.336150932312012,-1.206470545442312,0.321822702327151,0.08854166666666664,0.36979166666666663,16
159,adams was elected to the us house of representatives in 1830 one of only two us presidents to serve in congress after having been president,4.279280563195546,-1.2998447558255997,0.3057354497426018,0.13333333333333333,0.43,25
160,although adams lost in both the popular and electoral votes in the presidential election of 1824 none of the candidates were able to secure a majority of the electoral vote thereby putting the outcome in the hands of the house of representatives which to the surprise of many elected adams over rival andrew jackson,4.197688223618381,-1.4338094267026364,0.2826549493671939,0.13425925925925922,0.5246913580246914,54
161,some say this was because of a bargain he struck with henry clay which put clay into office as his secretary of state once adams won,4.915789680480957,-0.2547744116086619,0.4857884914446684,0.11217948717948716,0.4358974358974359,26
162,during this time he worked on developing a federal system of roads canals bridges lighthouses and universities until jackson who defeated adams in the latters quest for reelection was sworn in to replace him,5.064085507031643,-0.0112907500387875,0.5277377957312248,0.15196078431372548,0.42156862745098034,34
163,president george washington appointed him minister to the netherlands in 1794 minister to portugal in 1796 and minister to prussia in 1797,4.42306942031497,-1.0637609884080534,0.3464098413328282,0.15151515151515152,0.4431818181818182,22
164,while serving abroad he met louisa catherine johnson the daughter of an american merchant living abroad,4.6519004543622335,-0.6880483379134357,0.4111406088853125,0.13020833333333331,0.2760416666666667,16
165,adams received one electoral vote in the presidential election of 1820,4.401991581916809,-1.0983682284803715,0.3404474304057403,0.12878787878787878,0.40151515151515144,11
166,rather than retire adams would go on to win election as a democraticrepublican to the house of representatives beginning with the 22nd congress serving from march 4 1831 until his death,4.888261071840922,-0.2999730297053687,0.4780013135632217,0.13709677419354838,0.4301075268817204,31
