index,sentence,difficulty,difficulty_zscore,difficulty_norm
61,albert einstein march 14 1879 – april 18 1955 was a germanborn jewish theoretical physicist of german swiss and american citizenship who is widely regarded as the greatest scientist of the 20th century or even of all time ranking alongside the luminaries newton and gauss,15.277678489685059,0.9492283590984381,0.6756161877506541
62,he was awarded the 1921 nobel prize for physics for his explanation of the photoelectric effect in 1905 his miracle year and for his services to theoretical physics,16.645954132080078,1.3909929405935917,0.7572821554827892
63,einstein attended the luitpold gymnasium where he received a relatively progressive education,12.721412658691406,0.12390656718039265,0.5230446470461253
64,in the spring of 1896 the serbian mileva marić an acquaintance of nikola tesla started initially as a medical student at the university of zurich but after a term switched to the same section as einstein as the only woman that year to study for the same diploma,17.916587829589844,1.8012326220012862,0.8331203326197892
65,einstein married mileva marić on january 6 1903,7.321201801300049,-1.6196177750532406,0.20073134118729885
66,abram joffe a soviet physicist who knew einstein in an obituary of einstein wrote the author of the papers of 1905 was a bureaucrat at the patent office in bern einsteinmarić and this has recently been taken as evidence of a collaborative relationship,15.615164756774902,1.0581899417809606,0.6957591631455498
67,he and mileva had an illegitimate daughter lieserl born in january 1902,8.152592658996582,-1.3511930345043819,0.2503531694605786
68,in 1894 following the failure of hermanns electrochemical business the einsteins moved from munich to pavia italy near milan,14.886526107788086,0.8229400127042235,0.6522701331922088
69,despite excelling in the mathematics and science portion his failure of the liberal arts portion of the eidgenössische technische hochschule eth swiss federal institute of technology in zurich entrance exam the following year was a setback his family sent him to aarau switzerland to finish secondary school where he received his diploma in september 1896,9.570168495178223,-0.8935112804739818,0.3349616349689065
70,alberts sister maja was to later marry their son paul and his friend michele besso married their other daughter anna,12.217962265014648,-0.03863857034532148,0.492996049869631
71,the same year he renounced his württemberg citizenship and became stateless,14.992683410644531,0.8572142006061176,0.6586061656413651
72,on may 14 1904 the couples first son hans albert einstein was born,7.455207824707031,-1.5763522859851213,0.20872953339680902
73,einstein was born at ulm in badenwürttemberg germany about 100 km east of stuttgart,12.225126266479492,-0.036325584561691125,0.49342363557994656
74,the family was jewish nonobservant albert attended a catholic elementary school and at the insistence of his mother was given violin lessons,12.639898300170898,0.09758865625520353,0.5181794365823994
75,miguel ferrer born february 7 1955 in santa monica california is a puerto ricanamerican actor who is often cast in movies as a villain,15.470100402832031,1.011354135000636,0.6871009509541488
76,in 1983 miguel was given a small part as a waiter in the movie the man who wasnt there,11.129782676696777,-0.3899707036743674,0.42804770438071865
77,he was also given a small part in star trek iii the search for spock as the excelsior helm officer,14.348108291625977,0.6491052137378024,0.6201344942619301
78,miguel was the oldest of five children born to oscar winner jose ferrer and singer rosemary clooneyferrer,10.070497512817383,-0.7319739175049532,0.3648239318219366
79,miguel was raised amongst all the splendor and glamour of hollywood,14.635993957519531,0.7420526336665157,0.6373170419686588
80,as a child his hero was batman and as a teenager his interests shifted towards music,15.084555625915527,0.8868762726862601,0.6640895880858866
81,miguel played the drums on keith moons two sides of the moon,13.340645790100098,0.3238335823729345,0.5600037738195679
82,band mate billy mumy will robinson on the tv classic lost in space cast miguel as a drummer in his first television role in the series sunshine,16.33230972290039,1.2897289943049401,0.7385621889747264
83,among the many television shows in which miguel has made guest appearances are miami vice chips will grace superman tales from the crypt and twin peaks,10.567498207092285,-0.5715111445765091,0.39448757663436484
84,he also starred in the mini series the stand,16.726154327392578,1.4168865578007508,0.7620689296966728
85,miguel played the role of dr garret macy in nbcs drama crossing jordan,10.089515686035156,-0.7258336669062903,0.3659590375507854
86,in 1999 at the 41st grammy awards miguel was nominated for best spoken word album for children in disneys the lion king ii simbas pride readalong,13.938741683959961,0.5169361810441262,0.5957013178343
87,in 2003 miguel made his new york stage debut in the offbroadway production of the exonerated,14.239121437072754,0.6139174703486836,0.6136295791180846
88,his cousin is actor george clooney,11.292335510253906,-0.3374885266464108,0.43774972205078916
89,his brother gabriel ferrer is married to singer debby boone,8.931961059570312,-1.0995643826142218,0.2968700208029669
90,miguel was close friends with actress dominique dunne and in 1982 served as a pallbearer in her funeral,16.337995529174805,1.2915647266321506,0.7389015481340583
91,william hindman april 1 1743 – january 19 1822 was an american lawyer and statesman from talbot county maryland,13.986437797546387,0.5323354566027929,0.5985480755725867
92,he represented maryland in the continental congress and in the federal congress as both the representative and a us,12.480607032775879,0.0461595158859285,0.5086720865280476
93,senator james lloyd resigned and hindman was named to finish his term,10.06862735748291,-0.7325777201036885,0.36471231100485346
94,he served in the united states senate from december of 1800 until november of 1801,5.9524383544921875,-2.0615398501890128,0.11903625869333917
95,in the senate he was aligned with the federalists,13.026531219482422,0.22241783869459592,0.5412557455762567
96,william was born in dorchester county maryland the second son of jacob hindman 17131766 and mary trippe hindman died 1782,7.439319133758545,-1.5814821448307248,0.2077812118144459
97,william studied law at the inns of court in london returning to maryland in 1765,11.716279029846191,-0.20061315906152188,0.46305292611182886
98,hindman died in baltimore maryland and is buried in st paul’s burial ground there,13.191986083984375,0.2758369720244145,0.5511309718880325
99,in 1792 voters returned him the state senate but later that year he was appointed to the united states house of representatives after the resignation of joshua seney,9.443869590759277,-0.9342884316014182,0.32742344461215395
100,from 1775 and 1777 hindman served in maryland’s revolutionary government as the state’s treasurer for the eastern shore,13.902299880981445,0.5051704977688223,0.5935262772109539
101,clive jay davis born april 4 1934 is the founder of arista records and member of the rock and roll hall of fame as a nonperformer,16.120521545410156,1.2213505823127286,0.7259215441126351
102,he was a working class jewish boy who grew up in brooklyn new york,4.732986927032471,-2.455254707644529,0.04625291165405857
104,he was then hired by the legal department of cbs subsidiary columbia records,13.038300514221191,0.22621769992406637,0.5419581996831528
105,in 1974 he founded arista records naming it after his secondary school honor society,16.507869720458984,1.346410693843937,0.7490405433730974
106,erasmus darwin december 12 1731 – april 18 1802 trained as a physician and wrote extensively on medicine and botany as well as poetry,16.387134552001953,1.3074298631453745,0.7418344263701762
107,he lived in lichfield and derby england,13.071710586547852,0.23700455175552565,0.5439522904964493
108,he was one of the founder members of the lunar society,13.347443580627441,0.32602833246155505,0.5604095021133817
109,he was a member of the darwinwedgwood family most famously including his grandson charles darwin,12.35021686553955,0.004061450353303868,0.5008897078463145
110,he was born near at elston hall near nottingham and educated at chesterfield school then later at st johns college cambridge,14.525101661682129,0.7062496951767988,0.6306983999545775
111,he obtained his degree at edinburgh medical school,7.089579105377197,-1.6944000047142413,0.1869068667720737
112,he practised medicine in lichfield in staffordshire for twenty years george iii invited him to be royal physician but he declined,14.766624450683594,0.7842282913739905,0.6451137645799712
113,in 1781 he moved to derby where he died suddenly on the 18th of april 1802,7.373369216918945,-1.6027748847652672,0.2038449700122222
114,his most important scientific work is his zoönomia 1794–1796 which contains a system of pathology and a treatise on generation in which he in the words of his famous grandson charles robert darwin anticipated the views of jeanbaptiste lamarck who in turn is regarded to have foreshadowed the theory of evolution,13.550435066223145,0.39156662452988406,0.5725251136165871
115,eunice mary kennedy shriver born july 10 1921 in brookline massachusetts is a member of the kennedy family,11.102228164672852,-0.39886701600749197,0.4264031045500282
116,her father was joseph p kennedy sr and her mother was rose kennedy,5.669044494628906,-2.1530370354211206,0.10212180586088979
117,on may 23 1953 she married robert sargent shriver jr who was us ambassador to france from 1968 to 1970 and was democratic vicepresidential candidate in 1972,9.94490909576416,-0.7725216790678523,0.35732814713001165
118,she actively campaigned for her brother john f kennedy and supported arnold schwarzeneggers successful bid for governor of california in 2003,12.89473819732666,0.1798668442365559,0.5333896370516223
119,king married coretta scott on june 18 1953,4.558391094207764,-2.5116251147677575,0.035832103735071036
120,the wedding ceremony took place in scotts parents house in marion alabama and was performed by kings father,7.710582733154297,-1.4939013630430906,0.2239716661854525
121,in 1953 king became the pastor of the dexter avenue baptist church in montgomery alabama,12.321812629699707,-0.0051092057408982615,0.49919439197889737
122,the reverend martin luther king jr phd boston university january 15 1929 – april 4 1968 was an american nobel laureate baptist minister and african american civil rights activist,11.717266082763672,-0.20029447691481564,0.46311183867974376
123,he also was awarded the presidential medal of freedom,11.8631591796875,-0.15319110029344032,0.471819514660051
124,following the campaign king was instrumental in the founding of the southern christian leadership conference sclc in 1957 a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform,13.212542533874512,0.28247387412321,0.5523578901502598
125,the organizations nonviolent principles were criticized by the younger more radical blacks and challenged by the student nonviolent coordinating committee sncc then headed by james foreman,10.091392517089844,-0.7252277089693647,0.3660710568103569
126,king was born in atlanta georgia to the rev martin luther king sr and alberta williams king,11.444307327270508,-0.28842256065005417,0.44682020837688335
127,he graduated from morehouse college with a bachelor of arts degree in sociology in 1948,12.935006141662598,0.19286784420034822,0.5357930421411274
128,his application to yale divinity school was rejected and he graduated from crozer theological seminary in chester pennsylvania 1 with a bachelor of divinity in 1951,11.703803062438965,-0.2046411782337067,0.462308294021527
129,he received his phd in systematic theology from boston university in 1955,11.93908977508545,-0.1286759758116958,0.4763514564424806
130,gail davis born october 5 1925 died march 15 1997 was an american actress,13.881710052490234,0.4985228189790753,0.592297366736285
131,she and her husband moved to hollywood california to pursue a career in motion pictures and in 1947 as gail davis she made her motion picture debut in a comedy film short,16.082347869873047,1.209025742729774,0.7236431361237494
132,she then appeared in minor roles in another four films until landing a supporting role under star roy rogers in a 1948 western film called the far frontier,12.085672378540039,-0.08134998354580975,0.4851002858397951
133,between then and 1953 davis appeared in more than three dozen films of which all but three were in the western genre and that included fourteen films with the singing cowboy star gene autry,11.794832229614258,-0.17525129457645153,0.4677413988718101
134,in 1950 she began to guest star in television westerns notably in the lone ranger and cisco kid series plus more than a dozen appearances on the gene autry show,8.306267738342285,-1.3015771493640471,0.25952531554154806
135,gail davis passed away from cancer in 1997 in los angeles california and was interred there in the forest lawn hollywood hills cemetery,10.7036771774292,-0.5275440929274525,0.40261546187382097
136,the daughter of a small town medical doctor she was born betty jeanne grayson in a hospital at little rock arkansas,11.83816909790039,-0.16125945485604012,0.4703279736652283
137,her family lived in mcgehee arkansas where she was raised until they moved to little rock,14.878083229064941,0.8202141257044259,0.6517662172852036
138,she had been singing and dancing since childhood and after graduating from high scool in little rock she went to study drama at girls college in bryn mawr pennsylvania before completing her education at the university of texas in austin,10.286722183227539,-0.66216312933257,0.3777293701776897
139,between 1954 and 1956 gail davis starred as the western sharpshooter annie oakley in the annie oakley television series on the abc network,7.349940299987793,-1.6103391980967963,0.20244660763930936
140,elvis aron presley january 8 1935 – august 16 1977 also known as the king of rock and roll sometimes shortened to the king was an american singer and actor,11.460536003112793,-0.2831829335094741,0.4477888220659727
141,the movies jailhouse rock 1957 king creole 1958 and flaming star 1960 are widely regarded as his best among film critics,10.892475128173828,-0.4665883577571228,0.41388392772651705
142,among fans blue hawaii 1961 and viva las vegas 1964 are also highly praised,12.392234802246094,0.017627456828406326,0.5033975617881131
143,elvis aron presley was born in a tworoom house in east tupelo mississippi to vernon elvis presley and gladys love smith,8.951311111450195,-1.0933169809169563,0.2980249348155204
144,elvis presley was raised both in east tupelo which merged with tupelo in 1948 and later in memphis tennessee where his family moved when he was 13,13.381035804748535,0.3368739942350635,0.5624144647145736
145,elvis had a twin brother jesse garon presley who died at birth,14.3701753616333,0.6562298380785136,0.6214515743672271
146,beginning with love me tender opened on november 15 1956 presley starred in 31 motion pictures having signed to multiple longterm contracts on the advice of his manager,12.809239387512207,0.15226250431722307,0.528286613342729
147,elvis was praised by all his directors including the highly respected michael curtiz as unfailingly polite and extremely hardworking,17.665836334228516,1.720274424708755,0.8181541497144804
148,niels fabian helge von koch january 25 1870 march 11 1924 was a swedish mathematician who gave his name to the famous fractal known as the koch curve which was one of the earliest fractal curves to have been described,18.38786506652832,1.9533902610716551,0.8612486646840358
149,his grandfather nils samuel von koch 18011881 was the attorneygeneral justitiekansler of sweden,10.621315956115723,-0.554135423897352,0.3976997061344348
150,john quincy adams july 11 1767 – february 23 1848 was the sixth 18251829 president of the united states,12.100905418395996,-0.0764318097010377,0.48600947467777034
151,the son of president john adams and first lady abigail smith he was the only son of a former president to become president himself until george w bush took office in 2001,13.822288513183594,0.47933784584190275,0.5887507732274538
152,he was secretary of state in the cabinet of president james monroe from 1817 to 1825 a tenure during which he was instrumental in the acquisition of florida and in keeping the united states from becoming dependent on england,17.703142166137695,1.7323190703269726,0.8203807601798854
153,adamss son charles francis also pursued a career in politics,14.165228843688965,0.5900603398258872,0.6092192761353014
154,while serving as secretary of state under president james monroe adams negotiated the adamsonís treaty with spain and devised the monroe doctrine both of which were of long lasting importance,12.99548053741455,0.2123927449606741,0.5394024757224012
155,adams was born in braintree massachusetts in a part of town which eventually became the separate town of quincy,17.131969451904297,1.547908950577196,0.7862901347205203
156,he acquired his early education in europe at venerable institutions such as the university of leiden while accompanying his father while the elder adams was serving as an american envoy to france and later the netherlands during the revolutionary war,12.531244277954102,0.0625083718701432,0.511694386642614
157,he graduated from harvard university in 1787 and was elected to phi beta kappa,10.18552303314209,-0.6948365167699948,0.3716892666566392
158,he studied law after which he was admitted to the bar and commenced practice in boston,15.267806053161621,0.946040921820464,0.6750269482307943
159,adams was elected to the us house of representatives in 1830 one of only two us presidents to serve in congress after having been president,14.408187866210938,0.6685026416394457,0.6237203628160378
160,although adams lost in both the popular and electoral votes in the presidential election of 1824 none of the candidates were able to secure a majority of the electoral vote thereby putting the outcome in the hands of the house of representatives which to the surprise of many elected adams over rival andrew jackson,11.907175064086914,-0.13898003188853147,0.47444661674656624
161,some say this was because of a bargain he struck with henry clay which put clay into office as his secretary of state once adams won,14.458447456359863,0.6847295670631816,0.6267201224698369
162,during this time he worked on developing a federal system of roads canals bridges lighthouses and universities until jackson who defeated adams in the latters quest for reelection was sworn in to replace him,10.861550331115723,-0.47657280797088497,0.412038171359584
163,president george washington appointed him minister to the netherlands in 1794 minister to portugal in 1796 and minister to prussia in 1797,7.926836967468262,-1.424081029801579,0.23687886907222525
164,while serving abroad he met louisa catherine johnson the daughter of an american merchant living abroad,14.993966102600098,0.8576283334441079,0.6586827235194767
165,adams received one electoral vote in the presidential election of 1820,15.031950950622559,0.8698922077468232,0.6609498612779786
166,rather than retire adams would go on to win election as a democraticrepublican to the house of representatives beginning with the 22nd congress serving from march 4 1831 until his death,9.29405403137207,-0.9826582233623131,0.31848165520978494
167,aldous leonard huxley july 26 1894 – november 22 1963 was a british writer who emigrated to the united states,10.731637954711914,-0.5185166128701765,0.404284309775943
168,he was a member of the famous huxley family who produced a number of brilliant scientific minds,17.965579986572266,1.817050341074324,0.8360444451211643
169,he wrote great novels on dehumanising aspects of scientific progress most famously brave new world and on pacifist themes eg eyeless in gaza,9.272377967834473,-0.9896566064661648,0.31718791245023203
170,huxley was strongly influenced by f matthias alexander and included him as a character in eyeless in gaza,6.868376731872559,-1.7658179054129368,0.17370433262092766
171,huxley was born in godalming surrey england,10.421732902526855,-0.6185732618668133,0.385787527981691
172,he was the son of the writer leonard huxley by his first wife julia arnold and grandson of thomas henry huxley one of the most important naturalists of the 19th century a man known as darwins bulldog,11.625625610351562,-0.22988172796920964,0.45764224788160224
173,his brother julian huxley was a biologist also noted for his evolutionary theories,17.318239212036133,1.6080484283843195,0.7974077047108566
174,john wells november 17 1936 january 11 1998 was a british actor writer and satirist,14.741636276245117,0.7761605526223022,0.6436223374258595
175,wells began his television career as a writer on that was the week that was the 1960s weekly satire show that launched the careers of david frost and millicent martin among others,11.723773002624512,-0.19819363799020037,0.46350020626513816
176,besides making cameo appearances in films such as casino royale 1967 television dramas like casanova 1987 and comedy shows like yes minister he also wrote television scripts and screenplays notably princess caraboo 1994,9.044217109680176,-1.0633211393227755,0.303570058925375
177,in 1997 he appeared in the bbc situation comedy chalk,13.343896865844727,0.3248832320716028,0.5601978153113764
178,bartholomew j simpson voiced by nancy cartwright is a fictional character featured in the animated television series the simpsons,11.491943359375,-0.2730426831351,0.4496633801327753
179,he is the 10yearold son of homer and marge simpson and older brother of lisa and maggie,10.013429641723633,-0.7503989799773229,0.36141781775041365
180,roy stanley geiger january 25 1885 – january 23 1947 was a united states marine corps general who during world war ii became the first marine to lead an army,12.581298828125,0.07866909762089168,0.5146819084199863
181,geiger was born in middleburg florida,12.194986343383789,-0.04605662858536706,0.491624724665568
183,he was commissioned a second lieutenant on 5 february 1909,9.012871742248535,-1.0734413758425256,0.30169920068167816
184,following attendance at the marine officers school at port royal south carolina he served as a member of the marine detachments aboard wisconsin bb9 and delaware bb28,13.930838584899902,0.5143845685322859,0.5952296188484927
185,for his part in this action he was awarded the distinguished service medal,17.041860580444336,1.5188161956847441,0.780911958013269
186,geiger commanded the iii amphibious corps in the battle of okinawa where he assumed command of the us tenth army upon the combat death of lt general simon bolivar buckner commanding general of the tenth army,11.171196937561035,-0.3765996013527578,0.4305195277375027
188,culbert levy olson november 7 1876 april 13 1962 was a us politician,12.366028785705566,0.009166522809719102,0.501833447340062
189,he was born in fillmore utah to daniel olson and his wife delilah king,14.81102466583252,0.7985634456775687,0.6477638055697421
191,in his 1942 bid for reelection he was defeated by state attorney general earl warren,14.153037071228027,0.5861240764795174,0.6084916063109306
192,he later became president of the united secularists of america,16.513931274414062,1.3483677409207149,0.7494023291524858
193,he died in los angeles at age 85 and was buried in forest lawn memorial park cemetery in suburban glendale,16.29522705078125,1.277756398563369,0.7363488978725021
194,prescott sheldon bush may 15 1895 columbus ohio – october 8 1972 new york city was a us,11.519282341003418,-0.264215957434976,0.4512951159631287
195,senator from connecticut and a wall street executive banker with brown brothers harriman,13.99366283416748,0.5346681483355916,0.5989793041856526
196,his son george h w bush and grandson george w bush would both later become us presidents,12.421372413635254,0.027034892218083927,0.5051366494088892
197,his father was samuel prescott bush and his mother was flora sheldon,11.927102088928223,-0.1325463473905341,0.4756359675741811
199,among those attending the kennebunkport maine wedding ceremony were isabel stillman rockefeller daughter of percy rockefeller hope lincoln mary keck elizabeth trotter martha pittman ruth lionberger nancy walker george herbert walker knight wooley frank shephard john shepley richard bentley henry isham william potter wear and henry fenimore cooper,12.810074806213379,0.1525322294964643,0.5283364755741236
201,when it merged with brown brothers in 1931 he became a partner in the new firm of brown brothers harriman,15.765728950500488,1.106801439324623,0.7047456350269653
202,bush called it my good fortune to work with close friends including yale classmates and members of the skull and bones e roland harriman knight woolley and ellery james as well as robert a lovett and thomas mccance,9.973438262939453,-0.7633106873589462,0.35903091956399574
203,he maintained homes in long island new york and greenwich connecticut the family compound at kennebunkport maine a 10000 acre 40 km² plantation in south carolina and an island retreat in florida,11.508110046386719,-0.26782306984914395,0.45062829399875887
204,after graduation he served as a field artillery captain with the american expeditionary forces 19171919 during world war i,9.411599159240723,-0.9447073364132504,0.325497373623648
205,he received training in intelligence at verdun and was briefly assigned to a staff of french officers,12.915670394897461,0.18662506108491886,0.534638981933906
206,alternating between intelligence and artillery bush came under fire in the meuseargonne offensive,13.829262733459473,0.4815895584398379,0.5891670317870302
207,the bushes moved to columbus ohio in 1923 where bush worked for the hupp products company where his business efforts generally failed,13.103836059570312,0.24737665493808317,0.5458697095909234
208,he left in november 1923 to become president of sales for stedman products of south braintree massachusetts,15.61491584777832,1.0581095784570085,0.6957443069327712
209,in 1925 he joined the united states rubber company based in new york city as manager of the foreign division and moved to greenwich connecticut,17.271772384643555,1.5930460429581208,0.794634317310775
210,in 1952 he was elected to the us senate republican connecticut defeating abraham ribicoff for the vacancy caused by the death of james obrien mcmahon,6.937894821166992,-1.7433731372156878,0.17785354193315472
