sentence_id,sentence,difficulty_zscore,k,avg_regression_probability
24,in 1954 she along with bing crosby danny kaye and veraellen starred in the movie white christmas,0.3159339600000884,2,0.04545454545454545
25,clooneys first recordings in may of 1946 were for columbia records as a singer with the big band of tony pastor,0.764071260713,2,0.0909090909090909
26,rosemary clooney was married three times twice to josé ferrer from 1953 until 1961 and then again from 1964 to 1967 by whom she had five children including actor miguel ferrer born in 1955 and gabriel ferrer born 1956 who married debby boone and once to dante depaolo whom she married in 1997,0.6959539525472684,2,0.04545454545454545
27,rosemary betty and brother nick as well as her nephew george clooney nicks son all became entertainers,0.1947399093713376,2,0.1818181818181818
28,in 1945 the clooney sisters won a spot on cincinnatis radio station wlw as singers,0.4741022214722475,2,0.04545454545454545
29,she was born in maysville kentucky about 60 miles up the ohio river from cincinnati ohio to andrew joseph clooney and frances marie guilfoyle both of whom were of irish descent rosemarys paternal greatgrandparents nicholas clooney and bridget byron were born in ireland although clooneys paternal grandmother crescentia koch was german,0.9215716752516268,2,0.1818181818181818
30,in 1958 clooney left columbia doing a number of recordings for mgm records and then some for coral records,-0.2152149594897836,2,0.0909090909090909
31,finally toward the end of 1958 she signed with rca victor records where she stayed until 1963 except for doing some recordings in 1960 for reprise records,-0.1747494086835711,2,0.13636363636363635
32,in 1964 she went to reprise again shifting the next year to dot records,-0.5090971691677244,2,0.2727272727272727
33,in 1966 she went to united artists records,-0.0670114422822183,2,0.13636363636363635
34,in 1986 she sang a duet with wild man fischer on its a hard business,1.3792931490858191,2,0.13636363636363635
35,michael mcmanus born february 5 1959 is a syndicated columnist who write ethics religion,1.992446220701422,2,0.0
36,on january 28 2005 it was revealed that he accepted money from the george w bush administration to promote their marriage initiative program which he did not disclose to his readers,1.726867912138289,2,0.0
37,timothy bush sr c 1728 c 1815 soldier,1.5466816394305571,2,0.04545454545454545
38,he is assumed to be the son of richard bush and mary fairbanks both of dedham massachusetts,-0.3887396976622596,2,0.1818181818181818
39,by training he was a blacksmith but when the american revolution broke out militia captain bush led a company of soldiers for the continental army,0.7975639845681884,2,0.04545454545454545
40,the family moved around 1810 to springport in cayuga county in the rochester new york area,-0.5582478091644136,2,0.04545454545454545
41,he died in springport new york in 1815,-0.3496760403960989,2,0.0
42,through his son timothy bush jr who was also a blacksmith descended two american presidents george h w bush and george w bush,-2.373849585582969,2,0.0
43,bush was a soldier in the french and indian wars and a captain in the american revolution and is the greatgreatgreatgreatgreat grandfather of president george w bush,-1.152829871121619,2,0.0909090909090909
44,they had five children after which they relocated to norwich vermont where bush was a captain of a militia company,0.1667174338430897,2,0.13636363636363635
45,anne hutchinson july 17 1591 – august 20 1643 was the unauthorized puritan preacher of a dissident church discussion group and pioneer in rhode island and the bronx,-0.6647125865062201,2,0.0
46,eventually john winthrop decided to take hutchinson out of power before her influence became too strong among the communitys men,-0.9826551443077556,2,0.0909090909090909
47,after a twoday trial she was banished as a heretic in 1638 and led 60 followers to settle aquidneck island in what later became rhode island,-2.1782800484002696,2,0.1818181818181818
48,they founded the town of portsmouth rhode island,-1.538717463986391,2,0.1818181818181818
49,at the age of 21 she married william hutchinson,-1.6379202911542197,2,0.1818181818181818
50,they were part of the puritan movement especially following the teachings of john cotton,-1.3643975599744282,2,0.1818181818181818
51,three us presidents franklin d roosevelt and both bushes – george h w bush and george w bush are her descendants,0.3528758407706425,2,0.0
52,another descendant eve laplante is the author of the most recent biography of anne hutchinson american jezebel the uncommon life of anne hutchinson the woman who defied the puritans,1.7481226257490456,2,0.0
53,hutchinson was born anne marbury on july 17 1591 in alford lincolnshire england,1.038732472315445,2,0.22727272727272724
54,hutchinson emigrated from england to massachusetts in 1634 in response to the preacher john cottons doing so,0.2926378332176773,2,0.0
55,she later moved yet further from her bostonbased persecutors to what is now the bronx in northern new york city,-1.1295839329284958,2,0.0
56,erin fleming august 13 1941 april 15 2003 was a minor actress who was best known as the companion and caregiver to groucho marx in his final years,0.5674767062680928,2,0.04545454545454545
57,fleming was born marilyn fleming in canada,1.1572123363517168,2,0.0909090909090909
58,sir andrew fielding huxley om frs born 22 november 1917 hampstead london england uk is a british physiologist and biophysicist who won the 1963 nobel prize in physiology or medicine for his work with alan lloyd hodgkin on the basis of nerve action potentials the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system,-0.6400382749038503,2,0.0909090909090909
59,hodgkin and huxley shared the prize that year with john carew eccles who was cited for research on synapses,0.9136545022678026,2,0.0
60,huxley was a son of the writer and editor leonard huxley by his second wife rosalind bruce and hence halfbrother of aldous huxley and fellow biologist julian huxley and grandson of the biologist t h huxley,-1.3106381911160006,2,0.0909090909090909
61,albert einstein march 14 1879 – april 18 1955 was a germanborn jewish theoretical physicist of german swiss and american citizenship who is widely regarded as the greatest scientist of the 20th century or even of all time ranking alongside the luminaries newton and gauss,0.949228359098438,2,0.0909090909090909
62,he was awarded the 1921 nobel prize for physics for his explanation of the photoelectric effect in 1905 his miracle year and for his services to theoretical physics,1.3909929405935917,2,0.0909090909090909
63,einstein attended the luitpold gymnasium where he received a relatively progressive education,0.1239065671803926,2,0.2727272727272727
64,in the spring of 1896 the serbian mileva marić an acquaintance of nikola tesla started initially as a medical student at the university of zurich but after a term switched to the same section as einstein as the only woman that year to study for the same diploma,1.8012326220012862,2,0.04545454545454545
65,einstein married mileva marić on january 6 1903,-1.6196177750532406,2,0.0
66,abram joffe a soviet physicist who knew einstein in an obituary of einstein wrote the author of the papers of 1905 was a bureaucrat at the patent office in bern einsteinmarić and this has recently been taken as evidence of a collaborative relationship,1.0581899417809606,2,0.13636363636363635
67,he and mileva had an illegitimate daughter lieserl born in january 1902,-1.351193034504382,2,0.13636363636363635
68,in 1894 following the failure of hermanns electrochemical business the einsteins moved from munich to pavia italy near milan,0.8229400127042235,2,0.1818181818181818
69,despite excelling in the mathematics and science portion his failure of the liberal arts portion of the eidgenössische technische hochschule eth swiss federal institute of technology in zurich entrance exam the following year was a setback his family sent him to aarau switzerland to finish secondary school where he received his diploma in september 1896,-0.8935112804739818,2,0.0
70,alberts sister maja was to later marry their son paul and his friend michele besso married their other daughter anna,-0.0386385703453214,2,0.2
71,the same year he renounced his württemberg citizenship and became stateless,0.8572142006061176,2,0.1111111111111111
72,on may 14 1904 the couples first son hans albert einstein was born,-1.5763522859851211,2,0.05
73,einstein was born at ulm in badenwürttemberg germany about 100 km east of stuttgart,-0.0363255845616911,2,0.0
74,the family was jewish nonobservant albert attended a catholic elementary school and at the insistence of his mother was given violin lessons,0.0975886562552035,2,0.04545454545454545
75,miguel ferrer born february 7 1955 in santa monica california is a puerto ricanamerican actor who is often cast in movies as a villain,1.011354135000636,2,0.0
76,in 1983 miguel was given a small part as a waiter in the movie the man who wasnt there,-0.3899707036743674,2,0.0909090909090909
77,he was also given a small part in star trek iii the search for spock as the excelsior helm officer,0.6491052137378024,2,0.0909090909090909
78,miguel was the oldest of five children born to oscar winner jose ferrer and singer rosemary clooneyferrer,-0.7319739175049532,2,0.36363636363636365
79,miguel was raised amongst all the splendor and glamour of hollywood,0.7420526336665157,2,0.0
80,as a child his hero was batman and as a teenager his interests shifted towards music,0.8868762726862601,2,0.13636363636363635
81,miguel played the drums on keith moons two sides of the moon,0.3238335823729345,2,0.0
82,band mate billy mumy will robinson on the tv classic lost in space cast miguel as a drummer in his first television role in the series sunshine,1.28972899430494,2,0.22727272727272724
83,among the many television shows in which miguel has made guest appearances are miami vice chips will grace superman tales from the crypt and twin peaks,-0.5715111445765091,2,0.13636363636363635
84,he also starred in the mini series the stand,1.4168865578007508,2,0.0909090909090909
85,miguel played the role of dr garret macy in nbcs drama crossing jordan,-0.7258336669062903,2,0.2
86,in 1999 at the 41st grammy awards miguel was nominated for best spoken word album for children in disneys the lion king ii simbas pride readalong,0.5169361810441262,2,0.22727272727272724
87,in 2003 miguel made his new york stage debut in the offbroadway production of the exonerated,0.6139174703486836,2,0.04545454545454545
88,his cousin is actor george clooney,-0.3374885266464108,2,0.22727272727272724
89,his brother gabriel ferrer is married to singer debby boone,-1.0995643826142218,2,0.04545454545454545
90,miguel was close friends with actress dominique dunne and in 1982 served as a pallbearer in her funeral,1.2915647266321506,2,0.0
91,william hindman april 1 1743 – january 19 1822 was an american lawyer and statesman from talbot county maryland,0.5323354566027929,2,0.1818181818181818
92,he represented maryland in the continental congress and in the federal congress as both the representative and a us,0.0461595158859285,2,0.04545454545454545
93,senator james lloyd resigned and hindman was named to finish his term,-0.7325777201036885,2,0.1
94,he served in the united states senate from december of 1800 until november of 1801,-2.0615398501890128,2,0.0
95,in the senate he was aligned with the federalists,0.2224178386945959,2,0.0909090909090909
96,william was born in dorchester county maryland the second son of jacob hindman 17131766 and mary trippe hindman died 1782,-1.5814821448307248,2,0.0909090909090909
97,william studied law at the inns of court in london returning to maryland in 1765,-0.2006131590615218,2,0.0
98,hindman died in baltimore maryland and is buried in st paul’s burial ground there,0.2758369720244145,2,0.04545454545454545
99,in 1792 voters returned him the state senate but later that year he was appointed to the united states house of representatives after the resignation of joshua seney,-0.9342884316014182,2,0.1818181818181818
100,from 1775 and 1777 hindman served in maryland’s revolutionary government as the state’s treasurer for the eastern shore,0.5051704977688223,2,0.125
101,clive jay davis born april 4 1934 is the founder of arista records and member of the rock and roll hall of fame as a nonperformer,1.2213505823127286,2,0.04166666666666665
102,he was a working class jewish boy who grew up in brooklyn new york,-2.455254707644529,2,0.0833333333333333
104,he was then hired by the legal department of cbs subsidiary columbia records,0.2262176999240663,2,0.125
105,in 1974 he founded arista records naming it after his secondary school honor society,1.346410693843937,2,0.16666666666666666
106,erasmus darwin december 12 1731 – april 18 1802 trained as a physician and wrote extensively on medicine and botany as well as poetry,1.3074298631453745,2,0.125
107,he lived in lichfield and derby england,0.2370045517555256,2,0.0833333333333333
108,he was one of the founder members of the lunar society,0.326028332461555,2,0.25
109,he was a member of the darwinwedgwood family most famously including his grandson charles darwin,0.0040614503533038,2,0.0833333333333333
110,he was born near at elston hall near nottingham and educated at chesterfield school then later at st johns college cambridge,0.7062496951767988,2,0.0
111,he obtained his degree at edinburgh medical school,-1.6944000047142411,2,0.04166666666666665
112,he practised medicine in lichfield in staffordshire for twenty years george iii invited him to be royal physician but he declined,0.7842282913739905,2,0.125
113,in 1781 he moved to derby where he died suddenly on the 18th of april 1802,-1.6027748847652672,2,0.16666666666666666
114,his most important scientific work is his zoönomia 1794–1796 which contains a system of pathology and a treatise on generation in which he in the words of his famous grandson charles robert darwin anticipated the views of jeanbaptiste lamarck who in turn is regarded to have foreshadowed the theory of evolution,0.391566624529884,2,0.0833333333333333
115,eunice mary kennedy shriver born july 10 1921 in brookline massachusetts is a member of the kennedy family,-0.3988670160074919,2,0.04166666666666665
116,her father was joseph p kennedy sr and her mother was rose kennedy,-2.153037035421121,2,0.20833333333333334
117,on may 23 1953 she married robert sargent shriver jr who was us ambassador to france from 1968 to 1970 and was democratic vicepresidential candidate in 1972,-0.7725216790678523,2,0.04166666666666665
118,she actively campaigned for her brother john f kennedy and supported arnold schwarzeneggers successful bid for governor of california in 2003,0.1798668442365559,2,0.04166666666666665
119,king married coretta scott on june 18 1953,-2.511625114767757,2,0.0833333333333333
120,the wedding ceremony took place in scotts parents house in marion alabama and was performed by kings father,-1.4939013630430906,2,0.0833333333333333
121,in 1953 king became the pastor of the dexter avenue baptist church in montgomery alabama,-0.0051092057408982,2,0.04166666666666665
122,the reverend martin luther king jr phd boston university january 15 1929 – april 4 1968 was an american nobel laureate baptist minister and african american civil rights activist,-0.2002944769148156,2,0.0
123,he also was awarded the presidential medal of freedom,-0.1531911002934403,2,0.04166666666666665
124,following the campaign king was instrumental in the founding of the southern christian leadership conference sclc in 1957 a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform,0.28247387412321,2,0.04166666666666665
125,the organizations nonviolent principles were criticized by the younger more radical blacks and challenged by the student nonviolent coordinating committee sncc then headed by james foreman,-0.7252277089693647,2,0.0833333333333333
126,king was born in atlanta georgia to the rev martin luther king sr and alberta williams king,-0.2884225606500541,2,0.16666666666666666
127,he graduated from morehouse college with a bachelor of arts degree in sociology in 1948,0.1928678442003482,2,0.0
128,his application to yale divinity school was rejected and he graduated from crozer theological seminary in chester pennsylvania 1 with a bachelor of divinity in 1951,-0.2046411782337067,2,0.0
129,he received his phd in systematic theology from boston university in 1955,-0.1286759758116958,2,0.04166666666666665
130,gail davis born october 5 1925 died march 15 1997 was an american actress,0.4985228189790753,2,0.125
131,she and her husband moved to hollywood california to pursue a career in motion pictures and in 1947 as gail davis she made her motion picture debut in a comedy film short,1.209025742729774,2,0.125
132,she then appeared in minor roles in another four films until landing a supporting role under star roy rogers in a 1948 western film called the far frontier,-0.0813499835458097,2,0.0833333333333333
133,between then and 1953 davis appeared in more than three dozen films of which all but three were in the western genre and that included fourteen films with the singing cowboy star gene autry,-0.1752512945764515,2,0.16666666666666666
134,in 1950 she began to guest star in television westerns notably in the lone ranger and cisco kid series plus more than a dozen appearances on the gene autry show,-1.3015771493640471,2,0.0
135,gail davis passed away from cancer in 1997 in los angeles california and was interred there in the forest lawn hollywood hills cemetery,-0.5275440929274525,2,0.04166666666666665
136,the daughter of a small town medical doctor she was born betty jeanne grayson in a hospital at little rock arkansas,-0.1612594548560401,2,0.0
137,her family lived in mcgehee arkansas where she was raised until they moved to little rock,0.8202141257044259,2,0.0833333333333333
138,she had been singing and dancing since childhood and after graduating from high scool in little rock she went to study drama at girls college in bryn mawr pennsylvania before completing her education at the university of texas in austin,-0.66216312933257,2,0.0833333333333333
139,between 1954 and 1956 gail davis starred as the western sharpshooter annie oakley in the annie oakley television series on the abc network,-1.6103391980967965,2,0.0
140,elvis aron presley january 8 1935 – august 16 1977 also known as the king of rock and roll sometimes shortened to the king was an american singer and actor,-0.2831829335094741,2,0.0
141,the movies jailhouse rock 1957 king creole 1958 and flaming star 1960 are widely regarded as his best among film critics,-0.4665883577571228,2,0.125
142,among fans blue hawaii 1961 and viva las vegas 1964 are also highly praised,0.0176274568284063,2,0.125
143,elvis aron presley was born in a tworoom house in east tupelo mississippi to vernon elvis presley and gladys love smith,-1.0933169809169565,2,0.0
144,elvis presley was raised both in east tupelo which merged with tupelo in 1948 and later in memphis tennessee where his family moved when he was 13,0.3368739942350635,2,0.04166666666666665
145,elvis had a twin brother jesse garon presley who died at birth,0.6562298380785136,2,0.0
146,beginning with love me tender opened on november 15 1956 presley starred in 31 motion pictures having signed to multiple longterm contracts on the advice of his manager,0.152262504317223,2,0.0
147,elvis was praised by all his directors including the highly respected michael curtiz as unfailingly polite and extremely hardworking,1.720274424708755,2,0.125
148,niels fabian helge von koch january 25 1870 march 11 1924 was a swedish mathematician who gave his name to the famous fractal known as the koch curve which was one of the earliest fractal curves to have been described,1.9533902610716551,2,0.0833333333333333
149,his grandfather nils samuel von koch 18011881 was the attorneygeneral justitiekansler of sweden,-0.554135423897352,2,0.0833333333333333
150,john quincy adams july 11 1767 – february 23 1848 was the sixth 18251829 president of the united states,-0.0764318097010377,2,0.0
151,the son of president john adams and first lady abigail smith he was the only son of a former president to become president himself until george w bush took office in 2001,0.4793378458419027,2,0.0833333333333333
152,he was secretary of state in the cabinet of president james monroe from 1817 to 1825 a tenure during which he was instrumental in the acquisition of florida and in keeping the united states from becoming dependent on england,1.7323190703269726,2,0.04166666666666665
153,adamss son charles francis also pursued a career in politics,0.5900603398258872,2,0.0
154,while serving as secretary of state under president james monroe adams negotiated the adamsonís treaty with spain and devised the monroe doctrine both of which were of long lasting importance,0.2123927449606741,2,0.25
155,adams was born in braintree massachusetts in a part of town which eventually became the separate town of quincy,1.547908950577196,2,0.0
156,he acquired his early education in europe at venerable institutions such as the university of leiden while accompanying his father while the elder adams was serving as an american envoy to france and later the netherlands during the revolutionary war,0.0625083718701432,2,0.04166666666666665
157,he graduated from harvard university in 1787 and was elected to phi beta kappa,-0.6948365167699948,2,0.25
158,he studied law after which he was admitted to the bar and commenced practice in boston,0.946040921820464,2,0.04166666666666665
159,adams was elected to the us house of representatives in 1830 one of only two us presidents to serve in congress after having been president,0.6685026416394457,2,0.125
160,although adams lost in both the popular and electoral votes in the presidential election of 1824 none of the candidates were able to secure a majority of the electoral vote thereby putting the outcome in the hands of the house of representatives which to the surprise of many elected adams over rival andrew jackson,-0.1389800318885314,2,0.125
161,some say this was because of a bargain he struck with henry clay which put clay into office as his secretary of state once adams won,0.6847295670631816,2,0.0
162,during this time he worked on developing a federal system of roads canals bridges lighthouses and universities until jackson who defeated adams in the latters quest for reelection was sworn in to replace him,-0.4765728079708849,2,0.0
163,president george washington appointed him minister to the netherlands in 1794 minister to portugal in 1796 and minister to prussia in 1797,-1.424081029801579,2,0.04166666666666665
164,while serving abroad he met louisa catherine johnson the daughter of an american merchant living abroad,0.8576283334441079,2,0.0833333333333333
165,adams received one electoral vote in the presidential election of 1820,0.8698922077468232,2,0.0
166,rather than retire adams would go on to win election as a democraticrepublican to the house of representatives beginning with the 22nd congress serving from march 4 1831 until his death,-0.9826582233623132,2,0.125
167,aldous leonard huxley july 26 1894 – november 22 1963 was a british writer who emigrated to the united states,-0.5185166128701765,2,0.04166666666666665
168,he was a member of the famous huxley family who produced a number of brilliant scientific minds,1.817050341074324,2,0.1818181818181818
169,he wrote great novels on dehumanising aspects of scientific progress most famously brave new world and on pacifist themes eg eyeless in gaza,-0.9896566064661648,2,0.0
170,huxley was strongly influenced by f matthias alexander and included him as a character in eyeless in gaza,-1.7658179054129368,2,0.04166666666666665
171,huxley was born in godalming surrey england,-0.6185732618668133,2,0.04166666666666665
172,he was the son of the writer leonard huxley by his first wife julia arnold and grandson of thomas henry huxley one of the most important naturalists of the 19th century a man known as darwins bulldog,-0.2298817279692096,2,0.25
173,his brother julian huxley was a biologist also noted for his evolutionary theories,1.6080484283843195,2,0.04545454545454545
174,john wells november 17 1936 january 11 1998 was a british actor writer and satirist,0.7761605526223022,2,0.04166666666666665
175,wells began his television career as a writer on that was the week that was the 1960s weekly satire show that launched the careers of david frost and millicent martin among others,-0.1981936379902003,2,0.0
176,besides making cameo appearances in films such as casino royale 1967 television dramas like casanova 1987 and comedy shows like yes minister he also wrote television scripts and screenplays notably princess caraboo 1994,-1.0633211393227755,2,0.04166666666666665
177,in 1997 he appeared in the bbc situation comedy chalk,0.3248832320716028,2,0.16666666666666666
178,bartholomew j simpson voiced by nancy cartwright is a fictional character featured in the animated television series the simpsons,-0.2730426831351,2,0.04166666666666665
179,he is the 10yearold son of homer and marge simpson and older brother of lisa and maggie,-0.7503989799773229,2,0.04166666666666665
180,roy stanley geiger january 25 1885 – january 23 1947 was a united states marine corps general who during world war ii became the first marine to lead an army,0.0786690976208916,2,0.0
181,geiger was born in middleburg florida,-0.046056628585367,2,0.125
183,he was commissioned a second lieutenant on 5 february 1909,-1.0734413758425256,2,0.0833333333333333
184,following attendance at the marine officers school at port royal south carolina he served as a member of the marine detachments aboard wisconsin bb9 and delaware bb28,0.5143845685322859,2,0.125
185,for his part in this action he was awarded the distinguished service medal,1.518816195684744,2,0.20833333333333334
186,geiger commanded the iii amphibious corps in the battle of okinawa where he assumed command of the us tenth army upon the combat death of lt general simon bolivar buckner commanding general of the tenth army,-0.3765996013527578,2,0.0833333333333333
188,culbert levy olson november 7 1876 april 13 1962 was a us politician,0.0091665228097191,2,0.0833333333333333
189,he was born in fillmore utah to daniel olson and his wife delilah king,0.7985634456775687,2,0.20833333333333334
191,in his 1942 bid for reelection he was defeated by state attorney general earl warren,0.5861240764795174,2,0.16666666666666666
192,he later became president of the united secularists of america,1.3483677409207149,2,0.0
193,he died in los angeles at age 85 and was buried in forest lawn memorial park cemetery in suburban glendale,1.277756398563369,2,0.04166666666666665
194,prescott sheldon bush may 15 1895 columbus ohio – october 8 1972 new york city was a us,-0.264215957434976,2,0.04166666666666665
195,senator from connecticut and a wall street executive banker with brown brothers harriman,0.5346681483355916,2,0.13636363636363635
196,his son george h w bush and grandson george w bush would both later become us presidents,0.0270348922180839,2,0.04166666666666665
197,his father was samuel prescott bush and his mother was flora sheldon,-0.1325463473905341,2,0.0833333333333333
199,among those attending the kennebunkport maine wedding ceremony were isabel stillman rockefeller daughter of percy rockefeller hope lincoln mary keck elizabeth trotter martha pittman ruth lionberger nancy walker george herbert walker knight wooley frank shephard john shepley richard bentley henry isham william potter wear and henry fenimore cooper,0.1525322294964643,2,0.0833333333333333
201,when it merged with brown brothers in 1931 he became a partner in the new firm of brown brothers harriman,1.106801439324623,2,0.04166666666666665
202,bush called it my good fortune to work with close friends including yale classmates and members of the skull and bones e roland harriman knight woolley and ellery james as well as robert a lovett and thomas mccance,-0.7633106873589462,2,0.0833333333333333
203,he maintained homes in long island new york and greenwich connecticut the family compound at kennebunkport maine a 10000 acre 40 km² plantation in south carolina and an island retreat in florida,-0.2678230698491439,2,0.0
204,after graduation he served as a field artillery captain with the american expeditionary forces 19171919 during world war i,-0.9447073364132504,2,0.04166666666666665
205,he received training in intelligence at verdun and was briefly assigned to a staff of french officers,0.1866250610849188,2,0.04166666666666665
206,alternating between intelligence and artillery bush came under fire in the meuseargonne offensive,0.4815895584398379,2,0.25
207,the bushes moved to columbus ohio in 1923 where bush worked for the hupp products company where his business efforts generally failed,0.2473766549380831,2,0.125
208,he left in november 1923 to become president of sales for stedman products of south braintree massachusetts,1.0581095784570085,2,0.125
209,in 1925 he joined the united states rubber company based in new york city as manager of the foreign division and moved to greenwich connecticut,1.5930460429581208,2,0.04166666666666665
210,in 1952 he was elected to the us senate republican connecticut defeating abraham ribicoff for the vacancy caused by the death of james obrien mcmahon,-1.7433731372156878,2,0.0833333333333333
211,he served until january 1963 and was a staunch supporter of president dwight d eisenhower,-0.9261270895911804,2,0.0
212,as a managing partner of brown brothers harriman he sat on several corporate boards including the following,0.9652449850958932,2,0.04166666666666665
213,bush was born in columbus ohio to flora sheldon and samuel prescott bush a steel company president and later a us government official in charge of coordination and assistance to major weapons contractors during world war i,-0.5225911257661803,2,0.0
214,after attending the douglas school in columbus and st georges school in newport rhode island as well as the famous stonyhurst college in england where he designed the boys golf course still in use today from 1908 to 1913 bush entered yale university,-0.9118769171933908,2,0.20833333333333334
215,there he played varsity golf football and baseball and was president of the yale glee club,-1.2697886822064617,2,0.04166666666666665
216,on may 18 1916 he was tapped to join the skull and bones society at yale,0.481741355829525,2,0.04166666666666665
217,other new bonesmen that year were e roland harriman h s fenimore cooper grandson of james fenimore cooper knight wooley son of ulysses grant wooley ellery james and henry neil mallon,-1.1867028582146644,2,0.125
218,he was a member of the executive committee of the united states golf association usga from 19281935 serving successively as secretary vice president and president,0.0163404120233511,2,0.04166666666666665
219,after his discharge in 1919 bush went to work for the simmons hardware company in st louis missouri,0.4379445758975009,2,0.04166666666666665
220,from 1947 to 1950 he served as connecticut republican finance chairman and was the republican candidate for the united states senate in 1950 losing to senator william benton by only 1000 votes,-0.5961346517786793,2,0.125
221,the following year bush was connecticut chairman of the united negro college fund and was one of the uncfs earliest supporters,1.0894201763472624,2,0.0
222,talia shire born april 25 1946 is an american actress of italian descent,0.3043613334455428,2,0.16666666666666666
223,she is the mother of actors jason and robert schwartzman and aunt to actor nicolas cage,-0.7325586299654316,2,0.20833333333333334
224,born talia rose coppola in lake success long island new york she is the sister of director and producer francis ford coppola,-1.090918705322082,2,0.25
225,shire became famous for her roles as the wife of boxer rocky balboa in the rocky movies and for her role in the godfather and its sequels,-0.8059087913517168,2,0.04166666666666665
226,she was nominated for the academy award for best supporting actress for the godfather part ii and for the best actress in a leading role for rocky,1.2469079667622032,2,0.04166666666666665
228,winthrops daughter rosemary isabel forbes was kerrys mother,-0.4134180120355541,2,0.04166666666666665
229,winthrop died at st briac sur mer illeetvilaine france,-0.9248548242480014,2,0.0833333333333333
230,other notable figures in this branch of the family tree are franklin d roosevelt kerrys 4th cousin twice removed jane addams calvin coolidge kerrys 8th cousin once removed and ironically george hw bush kerrys 9th cousin once removed and george w bush kerrys 9th cousin twice removed,0.1476553149827634,2,0.0
231,1 she also has some relation to all the royal houses of europe including such figures as henry iii henry ii henry i richard the lionheart and russian czar ivan the terrible,0.0307094359270621,2,0.04166666666666665
232,she was born in massachusetts and raised in boston,0.7578370989503318,2,0.0
233,her grandfather was robert charles winthrop the conservative whig speaker of the house and a us senator,-0.9795028082517376,2,0.04166666666666665
234,her ancestors include james bowdoin former governor of maine and john winthrop the first governor of the massachusetts bay colony,-0.8250645134705925,2,0.125
235,david manners april 30 1901 – december 23 1998 was a canadian film actor,-0.8428559065150186,2,0.125
236,born rauff de rither duan acklom in halifax nova scotia manners came to hollywood at the beginning of the talking films revolution after studying acting with eva le gallienne and acting on stage with helen hayes,-1.2426492795253188,2,0.04166666666666665
237,in 1940 he officially changed his name to david joseph manners and became a naturalized citizen of the united states,-0.708400367906907,2,0.04166666666666665
