participant_id,stimulus_index,time_constraint,sentence_idx,sentence_text,initial_appraisal,eligible_for_reread_analysis,reread,initial_coverage,return_coverage,n_words_in_sentence,n_unique_initial_words,n_unique_returned_words
6,6,90,1,"A digital detox doesn’t necessarily mean abandoning technology altogether; rather, it’s about finding a healthy balance.",0.4620123203285421,1,1,0.9375,0.4375,16,15,7
6,6,90,2,"I recently decided to implement a digital detox routine, where I set aside specific times during the day to disconnect from screens and reconnect with the physical world.",0.39637599093997733,1,0,0.7857142857142857,0.03571428571428571,28,22,1
6,6,90,3,"One change was establishing tech-free zones in my home, like the bedroom and dining area, which has improved my sleep and presence during meals.",0.4211590296495957,1,0,0.8333333333333334,0.0,24,20,0
6,6,90,4,I’ve also dedicated my mornings to analog activities like reading a book or taking a walk instead of reaching for my phone.,0.4409509202453987,1,0,0.5454545454545454,0.0,22,12,0
6,6,90,5,"The benefits have been noticeable—I feel more focused, less overwhelmed, and have more time for hobbies.",0.4807692307692307,1,0,0.5,0.0625,16,8,1
6,6,90,6,"If you’re considering a digital detox, start small by setting limits on social media or creating screen-free zones.",0.45955882352941174,1,0,0.6111111111111112,0.0,18,11,0
11,2,30,0,The city’s community garden project is expanding and will soon reach more neighborhoods.,0.5043227665706052,1,0,0.5384615384615384,0.0,13,7,0
11,2,30,1,"This project, started five years ago, now has over 20 garden sites citywide.",0.5275974025974026,1,0,0.5384615384615384,0.23076923076923078,13,7,3
11,2,30,2,"The expansion will add five more gardens across the city, especially in areas needing them most.",0.49140049140049136,1,0,0.625,0.0625,16,10,1
11,2,30,3,These gardens give residents a chance to grow fruits and vegetables.,0.5392156862745098,0,0,0.36363636363636365,0.5454545454545454,11,4,6
11,2,30,4,"Community gardens are important, providing fresh food and a place for neighbors to gather.",0.5028735632183908,0,0,0.0,0.6428571428571429,14,0,9
11,2,30,5,"The new gardens will feature raised beds, composting stations, and water-saving systems.",0.5078125,0,0,0.25,0.5,12,3,6
11,2,30,6,Local volunteers will teach gardening classes to promote eco-friendly practices.,0.5149812734082397,1,0,0.8,0.0,10,8,0
11,2,30,7,"City officials are excited about the gardens' environmental benefits of these gardens, reducing the city’s carbon footprint by encouraging local food production.",0.4178779069767442,1,0,0.5,0.0,22,11,0
11,2,30,8,"They also add green spaces in crowded areas, improving neighborhood livability.",0.5188679245283019,1,0,0.5454545454545454,0.18181818181818182,11,6,2
11,2,30,9,The expansion has been funded by city grants and local business donations.,0.528169014084507,0,0,0.25,0.0,12,3,0
14,6,30,0,"In today’s hyper-connected world, taking a step back from constant digital engagement can feel challenging but profoundly rewarding.",0.4456327985739751,1,0,1.0,0.0,18,18,0
14,6,30,1,"A digital detox doesn’t necessarily mean abandoning technology altogether; rather, it’s about finding a healthy balance.",0.4620123203285421,1,0,0.75,0.0,16,12,0
14,6,30,2,"I recently decided to implement a digital detox routine, where I set aside specific times during the day to disconnect from screens and reconnect with the physical world.",0.39637599093997733,1,0,0.5714285714285714,0.0,28,16,0
14,6,30,3,"One change was establishing tech-free zones in my home, like the bedroom and dining area, which has improved my sleep and presence during meals.",0.4211590296495957,1,0,0.625,0.0,24,15,0
14,6,30,4,I’ve also dedicated my mornings to analog activities like reading a book or taking a walk instead of reaching for my phone.,0.4409509202453987,1,0,0.5454545454545454,0.0,22,12,0
14,6,30,5,"The benefits have been noticeable—I feel more focused, less overwhelmed, and have more time for hobbies.",0.4807692307692307,1,0,0.5625,0.0,16,9,0
14,6,30,6,"If you’re considering a digital detox, start small by setting limits on social media or creating screen-free zones.",0.45955882352941174,0,0,0.3333333333333333,0.0,18,6,0
19,5,60,0,Hello fellow readers!,0.625,1,1,1.0,1.0,3,3,3
19,5,60,1,"I wanted to share my thoughts on a remarkable book I just finished, The Journey Within.",0.5025125628140703,1,1,0.625,0.875,16,10,14
19,5,60,2,"This novel delves into themes of self-discovery and personal growth, exploring how the protagonist navigates complex emotional landscapes to understand themselves better.",0.41189111747851004,1,1,0.7727272727272727,0.7272727272727273,22,17,16
19,5,60,3,What struck me most was its ability to challenge my own perspectives.,0.5376344086021506,1,1,0.5,1.0,12,6,12
19,5,60,4,"The author’s nuanced portrayal of the characters’ struggles felt incredibly authentic, prompting me to reflect on my own life decisions.",0.4404362416107382,0,0,0.35,0.7,20,7,14
19,5,60,5,It’s rare to find a book that entertains and prompts introspection.,0.5415162454873647,0,0,0.09090909090909091,0.5454545454545454,11,1,6
19,5,60,6,I’m eager to hear what everyone has been reading lately.,0.565843621399177,1,0,0.7,0.0,10,7,0
19,5,60,7,Have you come across any books that left a lasting impression?,0.5522088353413654,0,0,0.36363636363636365,0.6363636363636364,11,4,7
19,5,60,8,Let’s discuss our favorite reads and share recommendations.,0.5541871921182265,0,0,0.25,0.125,8,2,1
19,5,60,9,There’s something special about connecting over a good book and exchanging ideas with fellow literature lovers.,0.4711751662971175,1,1,0.5,0.5,16,8,8
19,5,60,10,Looking forward to hearing your thoughts!,0.5859375,0,0,0.3333333333333333,0.0,6,2,0
15,1,90,0,"A local high school has launched a robotics program to inspire students to explore careers in science, technology, engineering, and mathematics (STEM).",0.4290171606864274,1,1,0.7272727272727273,0.6818181818181818,22,16,15
15,1,90,1,"The program, which began this week, offers hands-on experience in designing and building robots, along with lessons in coding, electronics, and problem-solving.",0.41724617524339364,1,1,0.8636363636363636,0.45454545454545453,22,19,10
15,1,90,2,The school partnered with local tech companies to provide resources and mentorship.,0.5119453924914675,1,0,0.5,0.08333333333333333,12,6,1
15,1,90,3,Students will also have the opportunity to compete in regional and national robotics competitions.,0.49019607843137253,1,1,0.6428571428571429,0.6428571428571429,14,9,9
15,1,90,4,"The principal expressed enthusiasm, stating it provides a unique chance for students to engage with cutting-edge technology.",0.4573170731707317,1,1,0.7647058823529411,0.6470588235294118,17,13,11
15,1,90,5,"Parents support the initiative, noting it prepares students for careers in a rapidly evolving job market.",0.4807692307692307,0,0,0.0625,1.0,16,1,16
15,1,90,6,"The program is expected to grow, with plans for advanced courses and summer camps.",0.5147058823529412,0,0,0.21428571428571427,0.5714285714285714,14,3,8
15,1,90,7,"By investing in STEM education, the school aims to empower students to become innovators and leaders in technology.",0.46583850931677023,1,0,0.6666666666666666,0.0,18,12,0
13,1,60,0,"A local high school has launched a robotics program to inspire students to explore careers in science, technology, engineering, and mathematics (STEM).",0.4290171606864274,1,1,0.8636363636363636,0.36363636363636365,22,19,8
13,1,60,1,"The program, which began this week, offers hands-on experience in designing and building robots, along with lessons in coding, electronics, and problem-solving.",0.41724617524339364,1,0,0.9090909090909091,0.0,22,20,0
13,1,60,2,The school partnered with local tech companies to provide resources and mentorship.,0.5119453924914675,1,0,0.9166666666666666,0.0,12,11,0
13,1,60,3,Students will also have the opportunity to compete in regional and national robotics competitions.,0.49019607843137253,1,0,0.5,0.0,14,7,0
13,1,60,4,"The principal expressed enthusiasm, stating it provides a unique chance for students to engage with cutting-edge technology.",0.4573170731707317,0,0,0.47058823529411764,0.11764705882352941,17,8,2
13,1,60,5,"Parents support the initiative, noting it prepares students for careers in a rapidly evolving job market.",0.4807692307692307,1,0,0.5625,0.0,16,9,0
13,1,60,6,"The program is expected to grow, with plans for advanced courses and summer camps.",0.5147058823529412,1,0,0.5,0.07142857142857142,14,7,1
13,1,60,7,"By investing in STEM education, the school aims to empower students to become innovators and leaders in technology.",0.46583850931677023,1,0,0.5,0.0,18,9,0
29,1,90,0,"A local high school has launched a robotics program to inspire students to explore careers in science, technology, engineering, and mathematics (STEM).",0.4290171606864274,1,1,0.7272727272727273,0.7272727272727273,22,16,16
29,1,90,1,"The program, which began this week, offers hands-on experience in designing and building robots, along with lessons in coding, electronics, and problem-solving.",0.41724617524339364,1,1,0.8181818181818182,0.6363636363636364,22,18,14
29,1,90,2,The school partnered with local tech companies to provide resources and mentorship.,0.5119453924914675,1,1,0.8333333333333334,0.8333333333333334,12,10,10
29,1,90,3,Students will also have the opportunity to compete in regional and national robotics competitions.,0.49019607843137253,1,1,0.5714285714285714,0.5,14,8,7
29,1,90,4,"The principal expressed enthusiasm, stating it provides a unique chance for students to engage with cutting-edge technology.",0.4573170731707317,1,1,0.7647058823529411,0.9411764705882353,17,13,16
29,1,90,5,"Parents support the initiative, noting it prepares students for careers in a rapidly evolving job market.",0.4807692307692307,1,1,0.625,0.5,16,10,8
29,1,90,6,"The program is expected to grow, with plans for advanced courses and summer camps.",0.5147058823529412,1,1,0.6428571428571429,0.7857142857142857,14,9,11
29,1,90,7,"By investing in STEM education, the school aims to empower students to become innovators and leaders in technology.",0.46583850931677023,1,0,0.9444444444444444,0.0,18,17,0
29,3,30,0,"Lately, I am making an effort to incorporate more sustainable practices into my routine.",0.5057803468208092,1,1,0.7142857142857143,0.5,14,10,7
29,3,30,1,I first changed to reduce my reliance on single-use plastics.,0.5544354838709677,1,0,0.7,0.2,10,7,2
29,3,30,2,"Switching to reusable bags, containers, and produce bags has significantly cut the waste I generate.",0.48955613577023505,1,1,0.7333333333333333,0.3333333333333333,15,11,5
29,3,30,3,"I’ve also focused on minimizing food waste, which helps the environment and saves money.",0.5040322580645161,1,0,0.6428571428571429,0.0,14,9,0
29,3,30,4,"Meal planning has been a game-changer, as I only buy what I need, resulting in fewer leftovers.",0.48701298701298706,1,0,0.5294117647058824,0.0,17,9,0
29,3,30,5,"Additionally, I set up a small compost bin in my backyard.",0.5635245901639344,0,0,0.45454545454545453,0.0,11,5,0
29,3,30,6,It’s gratifying to know my food scraps are repurposed into something beneficial for the garden instead of ending up in a landfill.,0.4362670713201821,1,0,0.6363636363636364,0.0,22,14,0
18,6,60,0,"In today’s hyper-connected world, taking a step back from constant digital engagement can feel challenging but profoundly rewarding.",0.4456327985739751,1,1,0.7777777777777778,0.8333333333333334,18,14,15
18,6,60,1,"A digital detox doesn’t necessarily mean abandoning technology altogether; rather, it’s about finding a healthy balance.",0.4620123203285421,1,0,0.8125,0.0,16,13,0
18,6,60,2,"I recently decided to implement a digital detox routine, where I set aside specific times during the day to disconnect from screens and reconnect with the physical world.",0.39637599093997733,1,0,0.7142857142857143,0.03571428571428571,28,20,1
18,6,60,3,"One change was establishing tech-free zones in my home, like the bedroom and dining area, which has improved my sleep and presence during meals.",0.4211590296495957,1,0,0.75,0.0,24,18,0
18,6,60,4,I’ve also dedicated my mornings to analog activities like reading a book or taking a walk instead of reaching for my phone.,0.4409509202453987,1,0,0.6363636363636364,0.0,22,14,0
18,6,60,5,"The benefits have been noticeable—I feel more focused, less overwhelmed, and have more time for hobbies.",0.4807692307692307,1,0,0.9375,0.0,16,15,0
18,6,60,6,"If you’re considering a digital detox, start small by setting limits on social media or creating screen-free zones.",0.45955882352941174,0,0,0.3888888888888889,0.0,18,7,0
12,3,60,0,"Lately, I am making an effort to incorporate more sustainable practices into my routine.",0.5057803468208092,1,1,0.5714285714285714,0.9285714285714286,14,8,13
12,3,60,1,I first changed to reduce my reliance on single-use plastics.,0.5544354838709677,1,1,0.8,0.5,10,8,5
12,3,60,2,"Switching to reusable bags, containers, and produce bags has significantly cut the waste I generate.",0.48955613577023505,1,1,0.8666666666666667,0.4,15,13,6
12,3,60,3,"I’ve also focused on minimizing food waste, which helps the environment and saves money.",0.5040322580645161,1,0,0.7857142857142857,0.0,14,11,0
12,3,60,4,"Meal planning has been a game-changer, as I only buy what I need, resulting in fewer leftovers.",0.48701298701298706,1,0,0.6470588235294118,0.0,17,11,0
12,3,60,5,"Additionally, I set up a small compost bin in my backyard.",0.5635245901639344,1,1,0.6363636363636364,0.45454545454545453,11,7,5
12,3,60,6,It’s gratifying to know my food scraps are repurposed into something beneficial for the garden instead of ending up in a landfill.,0.4362670713201821,1,0,0.7727272727272727,0.0,22,17,0
12,3,60,7,I’m curious how others are working towards sustainability.,0.556930693069307,1,0,0.625,0.0,8,5,0
12,3,60,8,What small changes you made that had a big impact?,0.5813953488372093,1,0,0.7,0.0,10,7,0
12,3,60,9,Let’s exchange ideas and support each other in making our community greener.,0.5241935483870968,0,0,0.25,0.0,12,3,0
12,3,60,10,Even small actions can lead to larger positive change to our daily lives!,0.5293159609120521,1,0,0.6923076923076923,0.0,13,9,0
15,4,60,0,"Hello, fitness enthusiasts!",0.5769230769230769,1,0,1.0,0.0,3,3,0
15,4,60,1,I recently embarked on a new workout regimen and wanted to share a few insights that have helped me maintain consistency and stay motivated.,0.42613636363636365,1,0,0.625,0.25,24,15,6
15,4,60,2,"Setting realistic, attainable goals has been essential.",0.550314465408805,1,0,1.0,0.0,7,7,0
15,4,60,3,"Instead of aiming for an intense workout daily, I’ve focused on incremental improvements, making progress more manageable and enjoyable.",0.4432624113475177,1,0,0.8421052631578947,0.0,19,16,0
15,4,60,4,"Another key factor has been having a workout partner, which has kept me accountable and added a social element, making exercise more fun.",0.43298192771084343,1,0,0.7391304347826086,0.0,23,17,0
15,4,60,5,"We check in regularly, keeping us on track.",0.6024096385542168,1,0,0.5,0.125,8,4,1
15,4,60,6,"Finally, I’ve come to appreciate the importance of rest and recovery.",0.539568345323741,1,0,0.7272727272727273,0.0,11,8,0
15,4,60,7,Taking time to listen to my body and allow for proper rest days has actually enhanced my performance and overall well-being.,0.444264943457189,1,0,0.8095238095238095,0.0,21,17,0
15,4,60,8,"If you’re starting a new routine, remember that consistency is key, but balance is equally important.",0.48405466970387245,1,0,0.8125,0.0625,16,13,1
15,4,60,9,Let’s keep pushing towards our fitness goals together!,0.5681818181818182,0,0,0.25,0.0,8,2,0
14,4,60,0,"Hello, fitness enthusiasts!",0.5769230769230769,1,1,1.0,1.0,3,3,3
14,4,60,1,I recently embarked on a new workout regimen and wanted to share a few insights that have helped me maintain consistency and stay motivated.,0.42613636363636365,1,1,0.5833333333333334,0.7083333333333334,24,14,17
14,4,60,2,"Setting realistic, attainable goals has been essential.",0.550314465408805,1,1,0.5714285714285714,0.5714285714285714,7,4,4
14,4,60,3,"Instead of aiming for an intense workout daily, I’ve focused on incremental improvements, making progress more manageable and enjoyable.",0.4432624113475177,1,1,0.8421052631578947,0.5789473684210527,19,16,11
14,4,60,4,"Another key factor has been having a workout partner, which has kept me accountable and added a social element, making exercise more fun.",0.43298192771084343,1,1,0.6956521739130435,0.30434782608695654,23,16,7
14,4,60,5,"We check in regularly, keeping us on track.",0.6024096385542168,1,0,0.5,0.0,8,4,0
14,4,60,6,"Finally, I’ve come to appreciate the importance of rest and recovery.",0.539568345323741,1,0,0.7272727272727273,0.0,11,8,0
14,4,60,7,Taking time to listen to my body and allow for proper rest days has actually enhanced my performance and overall well-being.,0.444264943457189,1,0,0.6666666666666666,0.0,21,14,0
14,4,60,8,"If you’re starting a new routine, remember that consistency is key, but balance is equally important.",0.48405466970387245,1,0,0.625,0.1875,16,10,3
14,4,60,9,Let’s keep pushing towards our fitness goals together!,0.5681818181818182,1,0,0.625,0.0,8,5,0
11,4,30,0,"Hello, fitness enthusiasts!",0.5769230769230769,1,1,0.6666666666666666,0.3333333333333333,3,2,1
11,4,30,1,I recently embarked on a new workout regimen and wanted to share a few insights that have helped me maintain consistency and stay motivated.,0.42613636363636365,1,0,0.6666666666666666,0.041666666666666664,24,16,1
11,4,30,2,"Setting realistic, attainable goals has been essential.",0.550314465408805,1,0,0.7142857142857143,0.0,7,5,0
11,4,30,3,"Instead of aiming for an intense workout daily, I’ve focused on incremental improvements, making progress more manageable and enjoyable.",0.4432624113475177,0,0,0.47368421052631576,0.47368421052631576,19,9,9
11,4,30,4,"Another key factor has been having a workout partner, which has kept me accountable and added a social element, making exercise more fun.",0.43298192771084343,0,0,0.4782608695652174,0.17391304347826086,23,11,4
11,4,30,5,"We check in regularly, keeping us on track.",0.6024096385542168,0,0,0.0,0.25,8,0,2
11,4,30,6,"Finally, I’ve come to appreciate the importance of rest and recovery.",0.539568345323741,1,0,0.6363636363636364,0.0,11,7,0
11,4,30,7,Taking time to listen to my body and allow for proper rest days has actually enhanced my performance and overall well-being.,0.444264943457189,1,0,0.5714285714285714,0.0,21,12,0
11,4,30,8,"If you’re starting a new routine, remember that consistency is key, but balance is equally important.",0.48405466970387245,0,0,0.3125,0.0,16,5,0
11,4,30,9,Let’s keep pushing towards our fitness goals together!,0.5681818181818182,0,0,0.125,0.0,8,1,0
32,4,60,0,"Hello, fitness enthusiasts!",0.5769230769230769,1,0,1.0,0.0,3,3,0
32,4,60,1,I recently embarked on a new workout regimen and wanted to share a few insights that have helped me maintain consistency and stay motivated.,0.42613636363636365,1,0,0.7083333333333334,0.0,24,17,0
32,4,60,2,"Setting realistic, attainable goals has been essential.",0.550314465408805,1,0,0.8571428571428571,0.0,7,6,0
32,4,60,3,"Instead of aiming for an intense workout daily, I’ve focused on incremental improvements, making progress more manageable and enjoyable.",0.4432624113475177,1,0,0.7894736842105263,0.0,19,15,0
32,4,60,4,"Another key factor has been having a workout partner, which has kept me accountable and added a social element, making exercise more fun.",0.43298192771084343,1,0,0.8260869565217391,0.0,23,19,0
32,4,60,5,"We check in regularly, keeping us on track.",0.6024096385542168,1,0,0.75,0.125,8,6,1
32,4,60,6,"Finally, I’ve come to appreciate the importance of rest and recovery.",0.539568345323741,1,0,0.7272727272727273,0.0,11,8,0
32,4,60,7,Taking time to listen to my body and allow for proper rest days has actually enhanced my performance and overall well-being.,0.444264943457189,1,0,0.7142857142857143,0.0,21,15,0
32,4,60,8,"If you’re starting a new routine, remember that consistency is key, but balance is equally important.",0.48405466970387245,0,0,0.125,0.0,16,2,0
19,2,30,0,The city’s community garden project is expanding and will soon reach more neighborhoods.,0.5043227665706052,1,0,0.7692307692307693,0.07692307692307693,13,10,1
19,2,30,1,"This project, started five years ago, now has over 20 garden sites citywide.",0.5275974025974026,1,0,0.8461538461538461,0.07692307692307693,13,11,1
19,2,30,2,"The expansion will add five more gardens across the city, especially in areas needing them most.",0.49140049140049136,1,0,0.875,0.0625,16,14,1
19,2,30,3,These gardens give residents a chance to grow fruits and vegetables.,0.5392156862745098,0,0,0.2727272727272727,0.0,11,3,0
19,2,30,4,"Community gardens are important, providing fresh food and a place for neighbors to gather.",0.5028735632183908,0,0,0.2857142857142857,0.14285714285714285,14,4,2
19,2,30,5,"The new gardens will feature raised beds, composting stations, and water-saving systems.",0.5078125,1,0,0.8333333333333334,0.0,12,10,0
19,2,30,6,Local volunteers will teach gardening classes to promote eco-friendly practices.,0.5149812734082397,1,0,0.6,0.0,10,6,0
19,2,30,7,"City officials are excited about the gardens' environmental benefits of these gardens, reducing the city’s carbon footprint by encouraging local food production.",0.4178779069767442,1,0,0.5909090909090909,0.0,22,13,0
19,2,30,8,"They also add green spaces in crowded areas, improving neighborhood livability.",0.5188679245283019,0,0,0.18181818181818182,0.0,11,2,0
19,2,30,9,The expansion has been funded by city grants and local business donations.,0.528169014084507,1,0,0.6666666666666666,0.0,12,8,0
10,5,90,0,Hello fellow readers!,0.625,1,1,0.6666666666666666,1.0,3,2,3
10,5,90,1,"I wanted to share my thoughts on a remarkable book I just finished, The Journey Within.",0.5025125628140703,1,1,0.8125,0.8125,16,13,13
10,5,90,2,"This novel delves into themes of self-discovery and personal growth, exploring how the protagonist navigates complex emotional landscapes to understand themselves better.",0.41189111747851004,1,1,0.7727272727272727,0.9545454545454546,22,17,21
10,5,90,3,What struck me most was its ability to challenge my own perspectives.,0.5376344086021506,1,1,0.75,0.9166666666666666,12,9,11
10,5,90,4,"The author’s nuanced portrayal of the characters’ struggles felt incredibly authentic, prompting me to reflect on my own life decisions.",0.4404362416107382,1,1,0.85,0.55,20,17,11
10,5,90,5,It’s rare to find a book that entertains and prompts introspection.,0.5415162454873647,0,0,0.36363636363636365,0.18181818181818182,11,4,2
10,5,90,6,I’m eager to hear what everyone has been reading lately.,0.565843621399177,1,0,0.5,0.0,10,5,0
10,5,90,7,Have you come across any books that left a lasting impression?,0.5522088353413654,1,0,0.6363636363636364,0.0,11,7,0
10,5,90,8,Let’s discuss our favorite reads and share recommendations.,0.5541871921182265,0,0,0.125,0.75,8,1,6
10,5,90,9,There’s something special about connecting over a good book and exchanging ideas with fellow literature lovers.,0.4711751662971175,1,0,0.5,0.0,16,8,0
24,3,30,0,"Lately, I am making an effort to incorporate more sustainable practices into my routine.",0.5057803468208092,1,0,0.7142857142857143,0.07142857142857142,14,10,1
24,3,30,1,I first changed to reduce my reliance on single-use plastics.,0.5544354838709677,0,0,0.4,0.2,10,4,2
24,3,30,2,"Switching to reusable bags, containers, and produce bags has significantly cut the waste I generate.",0.48955613577023505,1,0,0.8,0.2,15,12,3
24,3,30,3,"I’ve also focused on minimizing food waste, which helps the environment and saves money.",0.5040322580645161,0,0,0.42857142857142855,0.0,14,6,0
24,3,30,4,"Meal planning has been a game-changer, as I only buy what I need, resulting in fewer leftovers.",0.48701298701298706,0,0,0.47058823529411764,0.0,17,8,0
24,3,30,5,"Additionally, I set up a small compost bin in my backyard.",0.5635245901639344,1,0,0.6363636363636364,0.0,11,7,0
24,3,30,6,It’s gratifying to know my food scraps are repurposed into something beneficial for the garden instead of ending up in a landfill.,0.4362670713201821,1,0,0.6818181818181818,0.0,22,15,0
24,3,30,7,I’m curious how others are working towards sustainability.,0.556930693069307,1,0,0.875,0.0,8,7,0
31,8,30,0,"Traveling has always been one of my greatest passions, and over the years, I’ve learned that less truly is more when it comes to packing.",0.42098445595854916,1,0,0.72,0.0,25,18,0
31,8,30,1,Adopting a minimalist approach to travel has not only lightened my physical load but also enhanced my overall travel experience.,0.4480286738351254,1,0,0.8,0.0,20,16,0
31,8,30,2,The key is careful planning.,0.6377551020408163,1,0,0.6,0.0,5,3,0
31,8,30,3,"Before each trip, I list essentials, focusing on versatile clothing and multipurpose items.",0.5030959752321982,1,0,0.7692307692307693,0.0,13,10,0
31,8,30,4,"This allows me to pack everything into a single carry-on, avoiding the hassle of checked luggage and making it easier to navigate airports and cities.",0.4134860050890586,1,0,0.6,0.0,25,15,0
31,8,30,5,Traveling light encourages a mindful experience.,0.5555555555555556,1,0,0.6666666666666666,0.0,6,4,0
31,8,30,6,"With fewer possessions to worry about, I can fully immerse myself in the destination, appreciating the culture and scenery without distractions.",0.43460264900662254,0,0,0.47619047619047616,0.0,21,10,0
14,1,90,0,"A local high school has launched a robotics program to inspire students to explore careers in science, technology, engineering, and mathematics (STEM).",0.4290171606864274,1,1,0.7272727272727273,0.7272727272727273,22,16,16
14,1,90,1,"The program, which began this week, offers hands-on experience in designing and building robots, along with lessons in coding, electronics, and problem-solving.",0.41724617524339364,1,1,0.6818181818181818,0.8181818181818182,22,15,18
14,1,90,2,The school partnered with local tech companies to provide resources and mentorship.,0.5119453924914675,1,1,0.6666666666666666,0.6666666666666666,12,8,8
14,1,90,3,Students will also have the opportunity to compete in regional and national robotics competitions.,0.49019607843137253,1,1,0.5714285714285714,0.42857142857142855,14,8,6
14,1,90,4,"The principal expressed enthusiasm, stating it provides a unique chance for students to engage with cutting-edge technology.",0.4573170731707317,1,1,0.7058823529411765,0.7647058823529411,17,12,13
14,1,90,5,"Parents support the initiative, noting it prepares students for careers in a rapidly evolving job market.",0.4807692307692307,1,1,0.625,0.5625,16,10,9
14,1,90,6,"The program is expected to grow, with plans for advanced courses and summer camps.",0.5147058823529412,1,1,1.0,0.5714285714285714,14,14,8
14,1,90,7,"By investing in STEM education, the school aims to empower students to become innovators and leaders in technology.",0.46583850931677023,1,0,1.0,0.0,18,18,0
22,8,60,0,"Traveling has always been one of my greatest passions, and over the years, I’ve learned that less truly is more when it comes to packing.",0.42098445595854916,1,1,0.76,0.56,25,19,14
22,8,60,1,Adopting a minimalist approach to travel has not only lightened my physical load but also enhanced my overall travel experience.,0.4480286738351254,1,1,0.75,0.55,20,15,11
22,8,60,2,The key is careful planning.,0.6377551020408163,1,1,0.8,0.8,5,4,4
22,8,60,3,"Before each trip, I list essentials, focusing on versatile clothing and multipurpose items.",0.5030959752321982,1,0,0.7692307692307693,0.23076923076923078,13,10,3
22,8,60,4,"This allows me to pack everything into a single carry-on, avoiding the hassle of checked luggage and making it easier to navigate airports and cities.",0.4134860050890586,1,0,0.6,0.08,25,15,2
